Informacion_Taxonomica,,,,
Codigo TAXONOMICO,ID Taxonomia,ESTADO TAXONOMICO,RANGO DE TAXON,TAXON OBSERVACIONES
CS1603,T1603,Válido,Especie, Ikakogi tayrona
CS1604,T1604,Válido,Especie, Nymphargus armatus
CS1605,T1605,Válido,Especie, Nymphargus caucanus
CS1606,T1606,Válido,Especie, Nymphargus cristinae
CS1607,T1607,Válido,Especie, Nymphargus garciae
CS1608,T1608,Válido,Especie, Nymphargus luminosus
CS1609,T1609,Válido,Especie, Nymphargus luteopunctatus
CS1610,T1610,Válido,Especie, Nymphargus megacheirus
CS1611,T1611,Válido,Especie, Nymphargus prasinus
CS1612,T1612,Válido,Especie, Nymphargus rosada
CS1613,T1613,Válido,Especie, Nymphargus ruizi
CS1614,T1614,Válido,Especie, Rulyrana adiazeta
CS1615,T1615,Válido,Especie, Sachatamia electrops
CS1616,T1616,Válido,Especie, Sachatamia punctulata
CS1617,T1617,Válido,Especie, Atopophrynus syntomopus
CS1618,T1618,Válido,Especie, Geobatrachus walkeri
CS1619,T1619,Válido,Especie, Niceforonia adenobrachia
CS1620,T1620,Válido,Especie, Niceforonia brunnea
CS1621,T1621,Válido,Especie, Niceforonia dolops
CS1622,T1622,Válido,Especie, Niceforonia latens
CS1623,T1623,Válido,Especie, Niceforonia nana
CS1624,T1624,Válido,Especie, Pristimantis actinolaimus
CS1625,T1625,Válido,Especie, Pristimantis acutirostris
CS1626,T1626,Válido,Especie, Pristimantis aemulatus
CS1627,T1627,Válido,Especie, Pristimantis affinis
CS1628,T1628,Válido,Especie, Pristimantis alalocophus
CS1629,T1629,Válido,Especie, Pristimantis albericoi
CS1630,T1630,Válido,Especie, Pristimantis angustilineatus
CS1631,T1631,Válido,Especie, Pristimantis anolirex
CS1632,T1632,Válido,Especie, Pristimantis apiculatus
CS1633,T1633,Válido,Especie, Pristimantis aurantiguttatus
CS1634,T1634,Válido,Especie, Pristimantis bacchus
CS1635,T1635,Válido,Especie, Pristimantis batrachites
CS1636,T1636,Válido,Especie, Pristimantis bellona
CS1637,T1637,Válido,Especie, Pristimantis bernali
CS1638,T1638,Válido,Especie, Pristimantis bicolor
CS1639,T1639,Válido,Especie, Pristimantis cacao
CS1640,T1640,Válido,Especie, Pristimantis calcaratus
CS1641,T1641,Válido,Especie, Pristimantis capitonis
CS1642,T1642,Válido,Especie, Pristimantis caprifer
CS1643,T1643,Válido,Especie, Pristimantis carlossanchezi
CS1644,T1644,Válido,Especie, Pristimantis carmelitae
CS1645,T1645,Válido,Especie, Pristimantis carranguerorum
CS1646,T1646,Válido,Especie, Pristimantis celator
CS1647,T1647,Válido,Especie, Pristimantis chrysops
CS1648,T1648,Válido,Especie, Pristimantis colomai
CS1649,T1649,Válido,Especie, Pristimantis colonensis
CS1650,T1650,Válido,Especie, Pristimantis corniger
CS1651,T1651,Válido,Especie, Pristimantis cristinae
CS1652,T1652,Válido,Especie, Pristimantis cuentasi
CS1653,T1653,Válido,Especie, Pristimantis degener
CS1654,T1654,Válido,Especie, Pristimantis deinops
CS1655,T1655,Válido,Especie, Pristimantis delicatus
CS1656,T1656,Válido,Especie, Pristimantis diaphonus
CS1657,T1657,Válido,Especie, Pristimantis diogenes
CS1658,T1658,Válido,Especie, Pristimantis dorado
CS1659,T1659,Válido,Especie, Pristimantis dorsopictus
CS1660,T1660,Válido,Especie, Pristimantis duellmani
CS1661,T1661,Válido,Especie, Pristimantis duende
CS1662,T1662,Válido,Especie, Pristimantis elegans
CS1663,T1663,Válido,Especie, Pristimantis eremitus
CS1664,T1664,Válido,Especie, Pristimantis eriphus
CS1665,T1665,Válido,Especie, Pristimantis fallax
CS1666,T1666,Válido,Especie, Pristimantis gladiator
CS1667,T1667,Válido,Especie, Pristimantis gracilis
CS1668,T1668,Válido,Especie, Pristimantis grandiceps
CS1669,T1669,Válido,Especie, Pristimantis hectus
CS1670,T1670,Válido,Especie, Pristimantis helvolus
CS1671,T1671,Válido,Especie, Pristimantis hernandezi
CS1672,T1672,Válido,Especie, Pristimantis hybotragus
CS1673,T1673,Válido,Especie, Pristimantis jaimei
CS1674,T1674,Válido,Especie, Pristimantis johannesdei
CS1675,T1675,Válido,Especie, Pristimantis jorgevelosai
CS1676,T1676,Válido,Especie, Pristimantis juanchoi
CS1677,T1677,Válido,Especie, Pristimantis kelephus
CS1678,T1678,Válido,Especie, Pristimantis lasalleorum
CS1679,T1679,Válido,Especie, Pristimantis laticlavius
CS1680,T1680,Válido,Especie, Pristimantis lemur
CS1681,T1681,Válido,Especie, Pristimantis leopardus
CS1682,T1682,Válido,Especie, Pristimantis leucopus
CS1683,T1683,Válido,Especie, Pristimantis lichenoides
CS1684,T1684,Válido,Especie, Pristimantis loustes
CS1685,T1685,Válido,Especie, Pristimantis lutitus
CS1686,T1686,Válido,Especie, Pristimantis maculosus
CS1687,T1687,Válido,Especie, Pristimantis mars
CS1688,T1688,Válido,Especie, Pristimantis merostictus
CS1689,T1689,Válido,Especie, Pristimantis mnionaetes
CS1690,T1690,Válido,Especie, Pristimantis molybrignus
CS1691,T1691,Válido,Especie, Pristimantis myops
CS1692,T1692,Válido,Especie, Pristimantis ocellatus
CS1693,T1693,Válido,Especie, Pristimantis parectatus
CS1694,T1694,Válido,Especie, Pristimantis phalarus
CS1695,T1695,Válido,Especie, Pristimantis phragmipleuron
CS1696,T1696,Válido,Especie, Pristimantis platychilus
CS1697,T1697,Válido,Especie, Pristimantis polemistes
CS1698,T1698,Válido,Especie, Pristimantis polychrus
CS1699,T1699,Válido,Especie, Pristimantis ptochus
CS1700,T1700,Válido,Especie, Pristimantis pugnax
CS1701,T1701,Válido,Especie, Pristimantis quantus
CS1702,T1702,Válido,Especie, Pristimantis quinquagesimus
CS1703,T1703,Válido,Especie, Pristimantis racemus
CS1704,T1704,Sinónimo,Especie, Pristimantis reclusas
CS1705,T1705,Válido,Especie, Pristimantis renjiforum
CS1706,T1706,Válido,Especie, Pristimantis repens
CS1707,T1707,Válido,Especie, Pristimantis rivasi
CS1708,T1708,Válido,Especie, Pristimantis rosadoi
CS1709,T1709,Válido,Especie, Pristimantis ruedai
CS1710,T1710,Válido,Especie, Pristimantis ruthveni
CS1711,T1711,Válido,Especie, Pristimantis satagius
CS1712,T1712,Válido,Especie, Pristimantis scoloblepharus
CS1713,T1713,Válido,Especie, Pristimantis scolodiscus
CS1714,T1714,Válido,Especie, Pristimantis signifer
CS1715,T1715,Válido,Especie, Pristimantis silverstonei
CS1716,T1716,Válido,Especie, Pristimantis simoteriscus
CS1717,T1717,Válido,Especie, Pristimantis siopelus
CS1718,T1718,Válido,Especie, Pristimantis spilogaster
CS1719,T1719,Válido,Especie, Pristimantis suetus
CS1720,T1720,Válido,Especie, Pristimantis sulculus
CS1721,T1721,Válido,Especie, Pristimantis supernatis
CS1722,T1722,Válido,Especie, Pristimantis susaguae
CS1723,T1723,Válido,Especie, Pristimantis tamsitti
CS1724,T1724,Válido,Especie, Pristimantis torrenticola
CS1725,T1725,Válido,Especie, Pristimantis tribulosus
CS1726,T1726,Válido,Especie, Pristimantis uisae
CS1727,T1727,Válido,Especie, Pristimantis veletis
CS1728,T1728,Válido,Especie, Pristimantis viridicans
CS1729,T1729,Válido,Especie, Pristimantis viridis
CS1730,T1730,Válido,Especie, Pristimantis xeniolum
CS1731,T1731,Válido,Especie, Pristimantis xestus
CS1732,T1732,Válido,Especie, Pristimantis xylochobates
CS1733,T1733,Válido,Especie, Pristimantis zoilae
CS1734,T1734,Válido,Especie, Strabomantis anatipes
CS1735,T1735,Válido,Especie, Strabomantis bufoniformis
CS1736,T1736,Válido,Especie, Strabomantis cadenai
CS1737,T1737,Válido,Especie, Strabomantis cheiroplethus
CS1738,T1738,Válido,Especie, Strabomantis cornutus
CS1739,T1739,Válido,Especie, Strabomantis ingeri
CS1740,T1740,Válido,Especie, Strabomantis necerus
CS1741,T1741,Válido,Especie, Strabomantis necopinus
CS1742,T1742,Válido,Especie, Strabomantis ruizi
CS1743,T1743,Válido,Especie, Tachiramantis douglasi
CS1744,T1744,Válido,Especie, Tachiramantis lentiginosus
CS1745,T1745,Válido,Especie, Andinobates bombetes
CS1746,T1746,Válido,Especie, Andinobates cassidyhornae
CS1747,T1747,Válido,Especie, Andinobates daleswansoni
CS1748,T1748,Válido,Especie, Andinobates dorisswansonae
CS1749,T1749,Válido,Especie, Andinobates opisthomelas
CS1750,T1750,Válido,Especie, Andinobates tolimense
CS1751,T1751,Válido,Especie, Andinobates victimatus
CS1752,T1752,Válido,Especie, Andinobates viridis
CS1753,T1753,Válido,Especie, Andinobates virolinensis
CS1754,T1754,Válido,Especie, Colostethus agilis
CS1755,T1755,Válido,Especie, Colostethus imbricolus
CS1756,T1756,Válido,Especie, Colostethus latinasus
CS1757,T1757,Válido,Especie, Colostethus mertensi
CS1758,T1758,Válido,Especie, Colostethus thorntoni
CS1759,T1759,Válido,Especie, Colostethus ucumari
CS1760,T1760,Válido,Especie, Ectopoglossus atopoglossus
CS1761,T1761,Válido,Especie, Ectopoglossus lacrimosus
CS1762,T1762,Válido,Especie, Hyloxalus abditaurantius
CS1763,T1763,Válido,Especie, Hyloxalus chocoensis
CS1764,T1764,Válido,Especie, Hyloxalus edwardsi
CS1765,T1765,Válido,Especie, Hyloxalus fascianigrus
CS1766,T1766,Válido,Especie, Hyloxalus pinguis
CS1767,T1767,Válido,Especie, Hyloxalus ramosi
CS1768,T1768,Válido,Especie, Hyloxalus ruizi
CS1769,T1769,Válido,Especie, Hyloxalus vergeli
CS1770,T1770,Válido,Especie, Leucostethus ramirezi
CS1771,T1771,Válido,Especie, Oophaga anchicayensis
CS1772,T1772,Válido,Especie, Oophaga andresi
CS1773,T1773,Válido,Especie, Oophaga histrionica
CS1774,T1774,Válido,Especie, Oophaga lehmanni
CS1775,T1775,Válido,Especie, Oophaga occultator
CS1776,T1776,Válido,Especie, Oophaga solanensis
CS1777,T1777,Válido,Especie, Paruwrobates andina
CS1778,T1778,Válido,Especie, Phyllobates bicolor
CS1779,T1779,Válido,Especie, Phyllobates terribilis
CS1780,T1780,Válido,Especie, Silverstoneia dalyi
CS1781,T1781,Válido,Especie, Silverstoneia erasmios
CS1782,T1782,Válido,Especie, Silverstoneia nubicola
CS1783,T1783,Válido,Especie, Silverstoneia punctiventris
CS1784,T1784,Válido,Especie, Diasporus anthrax
CS1785,T1785,Válido,Especie, Cryptobatrachus boulengeri
CS1786,T1786,Válido,Especie, Cryptobatrachus pedroruizi
CS1787,T1787,Válido,Especie, Cryptobatrachus ruthveni
CS1788,T1788,Válido,Especie, Gastrotheca angustifrons
CS1789,T1789,Válido,Especie, Gastrotheca antomia
CS1790,T1790,Válido,Especie, Gastrotheca aureomaculata
CS1791,T1791,Válido,Especie, Gastrotheca bufona
CS1792,T1792,Válido,Especie, Gastrotheca cornuta
CS1793,T1793,Válido,Especie, Gastrotheca dendronastes
CS1794,T1794,Válido,Especie, Gastrotheca espeletia
CS1795,T1795,Válido,Especie, Gastrotheca helenae
CS1796,T1796,Válido,Especie, Gastrotheca orophylax
CS1797,T1797,Válido,Especie, Gastrotheca trachyceps
CS1798,T1798,Válido,Especie, Hemiphractus johnsoni
CS1799,T1799,Válido,Especie, Hyloscirtus japreria
CS1800,T1800,Válido,Especie, Hyloscirtus antioquia
CS1801,T1801,Válido,Especie, Hyloscirtus callipeza
CS1802,T1802,Válido,Especie, Hyloscirtus caucanus
CS1803,T1803,Válido,Especie, Hyloscirtus denticulentus
CS1804,T1804,Válido,Especie, Hyloscirtus lynchi
CS1805,T1805,Válido,Especie, Hyloscirtus pantostictus
CS1806,T1806,Válido,Especie, Hyloscirtus piceigularis
CS1807,T1807,Válido,Especie, Hyloscirtus platydactylus
CS1808,T1808,Válido,Especie, Hyloscirtus psarolaimus
CS1809,T1809,Válido,Especie, Hyloscirtus sarampiona
CS1810,T1810,Válido,Especie, Hyloscirtus simmonsi
CS1811,T1811,Válido,Especie, Hyloscirtus tigrinus
CS1812,T1812,Válido,Especie, Hyloscirtus torrenticola
CS1813,T1813,Válido,Especie, Agalychnis lemur
CS1814,T1814,Válido,Especie, Callimedusa perinesos
CS1815,T1815,Válido,Especie, Epicrionops columbianus
CS1816,T1816,Válido,Especie, Epicrionops parkeri
CS1817,T1817,Válido,Especie, Anolis calimae
CS1818,T1818,Válido,Especie, Anolis inderenae
CS1819,T1819,Válido,Especie, Anolis ruizii
CS1820,T1820,Válido,Especie, Atractus nicefori
CS1821,T1821,Válido,Especie, Atractus orcesi
CS1822,T1822,Válido,Especie, Atractus punctiventris
CS1823,T1823,Válido,Especie, Coniophanes andresensis
CS1824,T1824,Válido,Especie, Dendrophidion boshelli
CS1825,T1825,Válido,Especie, Saphenophis sneiderni
CS1826,T1826,Válido,Especie, Synophis plectovertebralis
CS1827,T1827,Válido,Especie, Micrurus medemi
CS1828,T1828,Válido,Especie, Micrurus sangilensis
CS1829,T1829,Válido,Especie, Alopoglossus danieli
CS1830,T1830,Válido,Especie, Anadia antioquensis
CS1831,T1831,Válido,Especie, Anadia bogotensis
CS1832,T1832,Válido,Especie, Anadia pamplonensis
CS1833,T1833,Válido,Especie, Andinosaura laevis
CS1834,T1834,Válido,Especie, Riama columbiana
CS1835,T1835,Válido,Especie, Riama simotera
CS1836,T1836,Válido,Especie, Enyalioides oshaughnessyi
CS1837,T1837,Válido,Especie, Enyalioides annularis
CS1838,T1838,Válido,Especie, Enyalioides groi
CS1839,T1839,Válido,Especie, Aristelliger georgeensis
CS1840,T1840,Válido,Especie, Lepidoblepharis miyatai
CS1841,T1841,Válido,Especie, Lepidoblepharis williamsi
CS1842,T1842,Válido,Especie, Bothrocophias campbelli
CS1843,T1843,Válido,Especie, Mesoclemmys dahli
CS1844,T1844,Válido,Especie, Caretta caretta
CS1845,T1845,Válido,Especie, Chelonia mydas
CS1846,T1846,Válido,Especie, Eretmochelys imbricata
CS1847,T1847,Válido,Especie, Lepidochelys olivacea
CS1848,T1848,Válido,Especie, Dermochelys coriacea
CS1849,T1849,Válido,Especie, Rhinoclemmys diademata
CS1850,T1850,Válido,Especie, Kinosternon dunni
CS1851,T1851,Válido,Especie, Podocnemis erythrocephala
CS1852,T1852,Válido,Especie, Podocnemis expansa
CS1853,T1853,Válido,Especie, Podocnemis lewyana
CS1854,T1854,Válido,Especie, Podocnemis unifilis
CS1855,T1855,Válido,Especie, Chelonoidis carbonarius
CS1856,T1856,Válido,Especie, Melanosuchus niger
CS1857,T1857,Válido,Especie, Crocodylus acutus
CS1858,T1858,Válido,Especie, Crocodylus intermedius
CS1859,T1859,Válido,Especie, Crypturellus kerriae
CS1860,T1860,Válido,Especie, Tinamus osgoodi
CS1861,T1861,Válido,Especie, Anas georgica
CS1862,T1862,Válido,Especie, Netta erythrophthalma
CS1863,T1863,Válido,Especie, Oressochen jubatus
CS1864,T1864,Válido,Especie, Oxyura jamaicensis
CS1865,T1865,Válido,Especie, Sarkidiornis sylvicola
CS1866,T1866,Válido,Especie, Spatula cyanoptera | Actualización nomenclatural
CS1867,T1867,Válido,Especie, Chauna chavaria
CS1868,T1868,Válido,Especie, Crax alberti
CS1869,T1869,Válido,Especie, Crax daubentoni
CS1870,T1870,Válido,Especie, Crax globulosa
CS1871,T1871,Válido,Especie, Crax rubra
CS1872,T1872,Válido,Especie, Pauxi pauxi
CS1873,T1873,Válido,Especie, Penelope ortoni
CS1874,T1874,Válido,Especie, Penelope perspicax
CS1875,T1875,Válido,Especie, Odontophorus dialeucos
CS1876,T1876,Válido,Especie, Odontophorus melanonotus
CS1877,T1877,Válido,Especie, Odontophorus strophium
CS1878,T1878,Válido,Especie, Podiceps occipitalis
CS1879,T1879,Válido,Especie, Phoenicopterus ruber
CS1880,T1880,Válido,Especie, Sula granti
CS1881,T1881,Válido,Especie, Sula leucogaster
CS1882,T1882,Válido,Especie, Egretta rufescens
CS1883,T1883,Válido,Especie, Vultur gryphus
CS1884,T1884,Válido,Especie, Buteogallus solitarius
CS1885,T1885,Válido,Especie, Circus cinereus
CS1886,T1886,Válido,Especie, Spizaetus isidori
CS1887,T1887,Válido,Especie, Porphyriops melanops
CS1888,T1888,Válido,Especie, Rallus semiplumbeus
CS1889,T1889,Válido,Especie, Creagrus furcatus
CS1890,T1890,Válido,Especie, Leptotila conoveri
CS1891,T1891,Válido,Especie, Leptotila jamaicensis
CS1892,T1892,Válido,Especie, Zentrygon goldmani
CS1893,T1893,Válido,Especie, Neomorphus radiolosus
CS1894,T1894,Válido,Especie, Glaucidium nubicola
CS1895,T1895,Válido,Especie, Anthocephala berlepschi
CS1896,T1896,Válido,Especie, Anthocephala floriceps
CS1897,T1897,Válido,Especie, Campylopterus phainopeplus
CS1898,T1898,Válido,Especie, Chrysuronia lilliae | Actualización nomenclatural
CS1899,T1899,Válido,Especie, Coeligena orina
CS1900,T1900,Válido,Especie, Eriocnemis godini
CS1901,T1901,Válido,Especie, Eriocnemis isabellae
CS1902,T1902,Válido,Especie, Eriocnemis mirabilis
CS1903,T1903,Válido,Especie, Goldmania bella | Actualización nomenclatural
CS1904,T1904,Válido,Especie, Oxypogon cyanolaemus
CS1905,T1905,Válido,Especie, Oxypogon stubelii
CS1906,T1906,Válido,Especie, Saucerottia castaneiventris | Actualización nomenclatural
CS1907,T1907,Válido,Especie, Galbula pastazae
CS1908,T1908,Válido,Especie, Capito hypoleucus
CS1909,T1909,Válido,Especie, Capito squamatus
CS1910,T1910,Válido,Especie, Veniliornis callonotus
CS1911,T1911,Válido,Especie, Campephilus gayaquilensis
CS1912,T1912,Válido,Especie, Andigena hypoglauca
CS1913,T1913,Válido,Especie, Andigena laminirostris
CS1914,T1914,Válido,Especie, Micrastur plumbeus
CS1915,T1915,Válido,Especie, Ara ambiguus
CS1916,T1916,Válido,Especie, Ara militaris
CS1917,T1917,Válido,Especie, Bolborhynchus ferrugineifrons
CS1918,T1918,Válido,Especie, Hapalopsittaca amazonina
CS1919,T1919,Válido,Especie, Hapalopsittaca fuertesi
CS1920,T1920,Válido,Especie, Leptosittaca branickii
CS1921,T1921,Válido,Especie, Ognorhynchus icterotis
CS1922,T1922,Válido,Especie, Pionus fuscus
CS1923,T1923,Válido,Especie, Pyrrhura calliptera
CS1924,T1924,Válido,Especie, Pyrrhura viridicata
CS1925,T1925,Válido,Especie, Touit stictopterus
CS1926,T1926,Válido,Especie, Eremophila alpestris
CS1927,T1927,Válido,Especie, Cardinalis phoeniceus
CS1928,T1928,Válido,Especie, Cyanolyca pulchra
CS1929,T1929,Válido,Especie, Ampelion rufaxilla
CS1930,T1930,Válido,Especie, Cephalopterus penduliger
CS1931,T1931,Válido,Especie, Doliornis remseni
CS1932,T1932,Válido,Especie, Lipaugus weberi
CS1933,T1933,Válido,Especie, Pyroderus scutatus
CS1934,T1934,Válido,Especie, Ammodramus savannarum
CS1935,T1935,Válido,Especie, Arremon schlegeli
CS1936,T1936,Válido,Especie, Atlapetes blancae
CS1937,T1937,Válido,Especie, Atlapetes flaviceps
CS1938,T1938,Válido,Especie, Atlapetes fuscoolivaceus
CS1939,T1939,Válido,Especie, Bangsia flavovirens | Actualización nomenclatural
CS1940,T1940,Válido,Especie, Chlorospingus inornatus
CS1941,T1941,Válido,Especie, Spinus cucullatus
CS1942,T1942,Válido,Especie, Asthenes perijana
CS1943,T1943,Válido,Especie, Clibanornis rufipectus
CS1944,T1944,Válido,Especie, Margarornis bellulus
CS1945,T1945,Válido,Especie, Grallaria alleni
CS1946,T1946,Válido,Especie, Grallaria bangsi
CS1947,T1947,Válido,Especie, Grallaria gigantea
CS1948,T1948,Válido,Especie, Grallaria kaestneri
CS1949,T1949,Válido,Especie, Grallaria milleri
CS1950,T1950,Válido,Especie, Grallaria rufocinerea
CS1951,T1951,Válido,Especie, Grallaria urraoensis
CS1952,T1952,Válido,Especie, Hypopyrrhus pyrohypogaster
CS1953,T1953,Válido,Especie, Icterus icterus
CS1954,T1954,Válido,Especie, Icterus leucopteryx
CS1955,T1955,Válido,Especie, Macroagelaius subalaris
CS1956,T1956,Válido,Especie, Psarocolius cassini
CS1957,T1957,Válido,Especie, Basileuterus ignotus
CS1958,T1958,Válido,Especie, Myiothlypis basilica
CS1959,T1959,Válido,Especie, Myiothlypis conspicillata
CS1960,T1960,Válido,Especie, Setophaga cerulea
CS1961,T1961,Válido,Especie, Chloropipo flavicapilla
CS1962,T1962,Válido,Especie, Scytalopus canus
CS1963,T1963,Válido,Especie, Scytalopus panamensis
CS1964,T1964,Válido,Especie, Scytalopus perijanus
CS1965,T1965,Válido,Especie, Scytalopus rodriguezi
CS1966,T1966,Válido,Especie, Scytalopus sanctaemartae
CS1967,T1967,Válido,Especie, Scytalopus stilesi
CS1968,T1968,Válido,Especie, Clytoctantes alixii
CS1969,T1969,Válido,Especie, Dysithamnus occidentalis
CS1970,T1970,Válido,Especie, Xenornis setifrons
CS1971,T1971,Válido,Especie, Bangsia aureocincta
CS1972,T1972,Válido,Especie, Bangsia melanochlamys
CS1973,T1973,Válido,Especie, Chlorochrysa nitidissima
CS1974,T1974,Válido,Especie, Creurgops verticalis
CS1975,T1975,Válido,Especie, Dacnis berlepschi
CS1976,T1976,Válido,Especie, Dacnis hartlaubi
CS1977,T1977,Válido,Especie, Diglossa gloriosissima
CS1978,T1978,Válido,Especie, Saltator cinctus
CS1979,T1979,Válido,Especie, Tangara fucosa
CS1980,T1980,Válido,Especie, Tephrophilus wetmorei | Actualización nomenclatural
CS1981,T1981,Válido,Especie, Cistothorus apolinari
CS1982,T1982,Válido,Especie, Henicorhina negreti
CS1983,T1983,Válido,Especie, Thryophilus nicefori
CS1984,T1984,Válido,Especie, Thryophilus sernai
CS1985,T1985,Válido,Especie, Troglodytes monticola
CS1986,T1986,Válido,Especie, Myadestes coloratus
CS1987,T1987,Válido,Especie, Attila torridus
CS1988,T1988,Válido,Especie, Muscisaxicola maculirostris
CS1989,T1989,Válido,Especie, Myiotheretes pernix
CS1990,T1990,Válido,Especie, Phylloscartes lanyoni
CS1991,T1991,Válido,Especie, Polystictus pectoralis
CS1992,T1992,Válido,Especie, Pseudocolopteryx acutipennis
CS1993,T1993,Válido,Especie, Vireo approximans | Actualización nomenclatural
CS1994,T1994,Válido,Especie, Vireo caribaeus
CS1995,T1995,Válido,Especie, Vireo masteri
CS1996,T1996,Válido,Especie, Marmosops handleyi
CS1997,T1997,Válido,Especie, Caenolestes convelatus | Nuevo taxón incluido
CS1998,T1998,Válido,Especie, Saccopteryx antioquensis | Nuevo taxón incluido
CS1999,T1999,Válido,Especie, Lonchorhina marinkellei | Nuevo taxón incluido
CS2000,T2000,Válido,Especie, Trichechus inunguis
CS2001,T2001,Válido,Especie, Trichechus manatus
CS2002,T2002,Válido,Especie, Lycalopex culpaeus
CS2003,T2003,Válido,Especie, Leopardus tigrinus
CS2004,T2004,Válido,Especie, Panthera onca
CS2005,T2005,Válido,Especie, Lontra longicaudis
CS2006,T2006,Válido,Especie, Pteronura brasiliensis
CS2007,T2007,Válido,Especie, Tremarctos ornatus
CS2008,T2008,Válido,Especie, Tapirus pinchaque
CS2009,T2009,Válido,Especie, Balaenoptera borealis
CS2010,T2010,Válido,Especie, Balaenoptera musculus
CS2011,T2011,Válido,Especie, Balaenoptera physalus
CS2012,T2012,Válido,Especie, Megaptera novaeangliae
CS2013,T2013,Válido,Especie, Sotalia fluviatilis | Pasa de VU a EN
CS2014,T2014,Válido,Especie, Inia geoffrensis | Pasa de VU a EN
CS2015,T2015,Válido,Especie, Physeter macrocephalus
CS2016,T2016,Válido,Especie, Aotus brumbacki
CS2017,T2017,Válido,Especie, Aotus griseimembra
CS2018,T2018,Válido,Especie, Aotus lemurinus
CS2019,T2019,Válido,Especie, Aotus zonalis
CS2020,T2020,Válido,Especie, Ateles hybridus
CS2021,T2021,Válido,Especie, Callimico goeldii
CS2022,T2022,Válido,Especie, Saguinus leucopus
CS2023,T2023,Válido,Especie, Saguinus oedipus
CS2024,T2024,Válido,Especie, Cebus malitiosus
CS2025,T2025,Válido,Especie, Cebus versicolor
CS2026,T2026,Válido,Especie, Cheracebus medemi
CS2027,T2027,Válido,Especie, Pithecia milleri
CS2028,T2028,Válido,Especie, Plecturocebus caquetensis
CS2029,T2029,Válido,Especie, Plecturocebus discolor
CS2030,T2030,Válido,Especie, Plecturocebus ornatus
CS2031,T2031,Válido,Especie, Thomasomys bombycinus | Nuevo taxón incluido
CS2032,T2032,Válido,Especie, Thomasomys monochromos | Nuevo taxón incluido
CS2033,T2033,Válido,Especie, Santamartamys rufodorsalis | Nuevo taxón incluido
CS2034,T2034,Válido,Especie, Dinomys branickii | Mantiene categoría Resolución 1912 de 2017
CS2035,T2035,Válido,Especie, Coendou vestitus | Mantiene categoría Resolución 1912 de 2017
CS2036,T2036,Aceptado,Especie, Lepanthes golondrina | Archivo revisión IAvH
CS2037,T2037,Aceptado,Especie, Miconia jentaculorum | Archivo revisión IAvH
CS2038,T2038,Aceptado,Especie, Pitcairnia exserta | Archivo revisión IAvH
CS2039,T2039,Aceptado,Especie, Salvia cuatrecasana | Mantiene categoría Resolución 1912 de 2017 | Archivo revisión IAvH
CS2040,T2040,Válido,Especie, Alouatta palliata
CS2041,T2041,Válido,Especie, Anotomys leander
CS2042,T2042,Válido,Especie, Aotus nancymaae
CS2043,T2043,Válido,Especie, Ateles belzebuth | Mantiene categoría Resolución 1912 de 2017
CS2044,T2044,Válido,Especie, Ateles fusciceps
CS2045,T2045,Válido,Especie, Bassaricyon neblina
CS2046,T2046,Válido,Especie, Cabassous unicinctus
CS2047,T2047,Válido,Especie, Cebuella pygmaea
CS2048,T2048,Válido,Especie, Cebus capucinus
CS2049,T2049,Válido,Especie, Chilonatalus micropus
CS2050,T2050,Válido,Especie, Dasypus sabanicola
CS2051,T2051,Válido,Especie, Gracilinanus dryas
CS2052,T2052,Válido,Especie, Hydrochoerus isthmius
CS2053,T2053,Válido,Especie, Lagothrix lagothricha
CS2054,T2054,Válido,Especie, Leptonycteris curasoae
CS2055,T2055,Válido,Especie, Lonchorhina orinocensis
CS2056,T2056,Válido,Especie, Marmosa xerophila
CS2057,T2057,Válido,Especie, Mazama rufina
CS2058,T2058,Válido,Especie, Neogale felipei | Sinónimo Mustela felipei
CS2059,T2059,Válido,Especie, Myrmecophaga tridactyla
CS2060,T2060,Válido,Especie, Priodontes maximus
CS2061,T2061,Válido,Especie, Pudu mephistophiles
CS2062,T2062,Válido,Especie, Sotalia guianensis
CS2063,T2063,Válido,Especie, Tapirus bairdii
CS2064,T2064,Válido,Especie, Tapirus terrestris
CS2065,T2065,Válido,Especie, Tayassu pecari
CS2066,T2066,Válido,Especie, Thomasomys hylophilus
CS2067,T2067,Válido,Especie, Neoplatymops mattogrossensis
CS2068,T2068,Válido,Especie, Natalus mexicanus
CS2069,T2069,Válido,Especie, Cheracebus lucifer
CS2070,T2070,Aceptado,Subespecie, Gustavia nana subsp. nana
CS2071,T2071,Sinónimo,Subespecie, Gustavia speciosa subsp. occidentalis
CS2072,T2072,Aceptado,Subespecie, Salvia amethystina subsp. sumapacis
CS2073,T2073,Aceptado,Subespecie, Salvia amethystina subsp. vetasiana
CS2074,T2074,Sinónimo,Subespecie, Salvia aratocensis subsp. suratensis
CS2075,T2075,Aceptado,Subespecie, Salvia camarifolia subsp. camarifolia
CS2076,T2076,Aceptado,Subespecie, Salvia camarifolia subsp. ibiricensis
CS2077,T2077,Aceptado,Subespecie, Salvia cyanocephala subsp. cyanocephala
CS2078,T2078,Aceptado,Subespecie, Salvia cyanocephala subsp. macrostigmantha
CS2079,T2079,Aceptado,Subespecie, Salvia de pauciserrata subsp. lasiocalycina
CS2080,T2080,Aceptado,Subespecie, Salvia erythrostoma subsp. erythrostoma
