Informacion_Taxonomica,,,,
Codigo TAXONOMICO,ID Taxonomia,ESTADO TAXONOMICO,RANGO DE TAXON,TAXON OBSERVACIONES
CS778,T778,Aceptado,Especie, Masdevallia wuellneri
CS779,T779,Aceptado,Especie, Masdevallia xanthina
CS780,T780,Aceptado,Especie, Masdevallia zapatae
CS781,T781,Aceptado,Especie, Miltoniopsis phalaenopsis
CS782,T782,Aceptado,Especie, Miltoniopsis vexillaria
CS783,T783,Sinónimo,Especie, Odontoglossum aspidorhinum
CS784,T784,Sinónimo,Especie, Odontoglossum blandum
CS785,T785,Sinónimo,Especie, Odontoglossum crinitum
CS786,T786,Sinónimo,Especie, Odontoglossum crocidipterum
CS787,T787,Sinónimo,Especie, Odontoglossum gloriosum
CS788,T788,Sinónimo,Especie, Odontoglossum harryanum
CS789,T789,Sinónimo,Especie, Odontoglossum mirandum | Mantiene categoría Resolución 1912 de 2017
CS790,T790,Sinónimo,Especie, Odontoglossum naevium
CS791,T791,Sinónimo,Especie, Odontoglossum nevadense
CS792,T792,Sinónimo,Especie, Odontoglossum povedanum
CS793,T793,Sinónimo,Especie, Odontoglossum praenitens
CS794,T794,Sinónimo,Especie, Odontoglossum revolutum
CS795,T795,Sinónimo,Especie, Odontoglossum rhynchanthum
CS796,T796,Sinónimo,Especie, Odontoglossum subuligerum
CS797,T797,Sinónimo,Especie, Odontoglossum tripudians
CS798,T798,Sinónimo,Especie, Odontoglossum wallisii
CS799,T799,Aceptado,Especie, Oncidium alberti | Actualización nomenclatural
CS800,T800,Aceptado,Especie, Oncidium alvarezii | Actualización nomenclatural
CS801,T801,Aceptado,Especie, Oncidium auriculatum | Actualización nomenclatural
CS802,T802,Aceptado,Especie, Oncidium cuculligerum | Nuevo taxón incluido
CS803,T803,Aceptado,Especie, Oncidium decorum | Nuevo taxón incluido
CS804,T804,Aceptado,Especie, Oncidium nevadense | Pasa de EN a CR
CS805,T805,Aceptado,Especie, Oncidium nobile | Actualización nomenclatural
CS806,T806,Aceptado,Especie, Oncidium panduratoides | Nuevo taxón incluido
CS807,T807,Aceptado,Especie, Oncidium povedanum | Actualización nomenclatural
CS808,T808,Aceptado,Especie, Otoglossum arminii | Actualización nomenclatural
CS809,T809,Aceptado,Especie, Peristeria cochlearis | Nuevo taxón incluido
CS810,T810,Aceptado,Especie, Phragmipedium schlimii | Nuevo taxón incluido
CS811,T811,Aceptado,Especie, Pleurothallis killipii | Nuevo taxón incluido
CS812,T812,Aceptado,Especie, Pleurothallis mundula | Nuevo taxón incluido
CS813,T813,Aceptado,Especie, Polycycnis lehmannii | Nuevo taxón incluido
CS814,T814,Aceptado,Especie, Polycycnis villegasiana | Nuevo taxón incluido
CS815,T815,Aceptado,Especie, Pterichis colombiana | Nuevo taxón incluido
CS816,T816,Aceptado,Especie, Restrepia aristulifera
CS817,T817,Aceptado,Especie, Restrepia aspasicensis
CS818,T818,Aceptado,Especie, Restrepia chameleon
CS819,T819,Aceptado,Especie, Restrepia chocoensis
CS820,T820,Aceptado,Especie, Restrepia chrysoglossa
CS821,T821,Aceptado,Especie, Restrepia cuprea | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS822,T822,Aceptado,Especie, Restrepia echinata
CS823,T823,Aceptado,Especie, Restrepia echo
CS824,T824,Aceptado,Especie, Restrepia escobariana
CS825,T825,Aceptado,Especie, Restrepia falkenbergii | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS826,T826,Aceptado,Especie, Restrepia limbata
CS827,T827,Aceptado,Especie, Restrepia metae
CS828,T828,Aceptado,Especie, Restrepia nittiorhyncha | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS829,T829,Aceptado,Especie, Restrepia pandurata
CS830,T830,Aceptado,Especie, Restrepia purpurea
CS831,T831,Aceptado,Especie, Restrepia sanguinea
CS832,T832,Aceptado,Especie, Restrepia seketii | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS833,T833,Aceptado,Especie, Restrepia tabeae
CS834,T834,Aceptado,Especie, Restrepia tsubotae | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS835,T835,Aceptado,Especie, Sievekingia colombiana | Nuevo taxón incluido
CS836,T836,Aceptado,Especie, Sievekingia filifera | Nuevo taxón incluido
CS837,T837,Aceptado,Especie, Stanhopea platyceras | Nuevo taxón incluido
CS838,T838,Aceptado,Especie, Stanhopea shuttleworthii | Nuevo taxón incluido
CS839,T839,Aceptado,Especie, Stanhopea tolimensis | Nuevo taxón incluido
CS840,T840,Sinónimo,Especie, Sigmatostalix pandurata
CS841,T841,Aceptado,Especie, Trevoria chloris | Nuevo taxón incluido
CS842,T842,Sinónimo,Especie, Trigonochilum bachmannii | Actualización nomenclatural
CS843,T843,Aceptado,Especie, Aechmea andaquiensis
CS844,T844,Aceptado,Especie, Aechmea anomala
CS845,T845,Aceptado,Especie, Aechmea baudoensis
CS846,T846,Aceptado,Especie, Aechmea confertiflora
CS847,T847,Aceptado,Especie, Aechmea confusa
CS848,T848,Aceptado,Especie, Aechmea politii
CS849,T849,Aceptado,Especie, Aechmea romeroi
CS850,T850,Aceptado,Especie, Aechmea tessmannii
CS851,T851,Aceptado,Especie, Aechmea zebrina
CS852,T852,Aceptado,Especie, Billbergia ambigua
CS853,T853,Aceptado,Especie, Billbergia macrolepis
CS854,T854,Aceptado,Especie, Billbergia rupestris
CS855,T855,Aceptado,Especie, Brewcaria reflexa
CS856,T856,Aceptado,Especie, Bromelia fragilis
CS857,T857,Aceptado,Especie, Bromelia nidus-puellae
CS858,T858,Aceptado,Especie, Bromelia trianae
CS859,T859,Aceptado,Especie, Greigia aristeguietae
CS860,T860,Aceptado,Especie, Greigia columbiana
CS861,T861,Aceptado,Especie, Greigia mulfordii
CS862,T862,Aceptado,Especie, Greigia collina
CS863,T863,Aceptado,Especie, Greigia danielii
CS864,T864,Aceptado,Especie, Greigia nubigena
CS865,T865,Aceptado,Especie, Greigia ocellata
CS866,T866,Aceptado,Especie, Guzmania attenuata
CS867,T867,Aceptado,Especie, Guzmania bakeri
CS868,T868,Aceptado,Especie, Guzmania betancurii
CS869,T869,Aceptado,Especie, Guzmania breviscapa
CS870,T870,Aceptado,Especie, Guzmania cylindrica
CS871,T871,Aceptado,Especie, Guzmania delicatula
CS872,T872,Aceptado,Especie, Guzmania formosa
CS873,T873,Aceptado,Especie, Guzmania goudotiana
CS874,T874,Aceptado,Especie, Guzmania hitchcockiana
CS875,T875,Aceptado,Especie, Guzmania longipelata
CS876,T876,Aceptado,Especie, Guzmania pallida
CS877,T877,Aceptado,Especie, Guzmania palustris
CS878,T878,Aceptado,Especie, Guzmania polycephala
CS879,T879,Aceptado,Especie, Guzmania radiata
CS880,T880,Aceptado,Especie, Guzmania regalis
CS881,T881,Aceptado,Especie, Guzmania rugosa
CS882,T882,Aceptado,Especie, Guzmania wittmackii
CS883,T883,Aceptado,Especie, Hohenbergia andina
CS884,T884,Aceptado,Especie, Mezobromelia bicolor
CS885,T885,Aceptado,Especie, Pepinia alborubra
CS886,T886,Sinónimo,Especie, Pepinia cuatrecasana
CS887,T887,Aceptado,Especie, Pepinia heliophila
CS888,T888,Aceptado,Especie, Pepinia juncoides
CS889,T889,Aceptado,Especie, Pepinia killipiana
CS890,T890,Sinónimo,Especie, Pepinia pectinata
CS891,T891,Aceptado,Especie, Pepinia quesnelioides
CS892,T892,Aceptado,Especie, Pitcairnia altoatratoensis
CS893,T893,Aceptado,Especie, Pitcairnia alversonii
CS894,T894,Aceptado,Especie, Pitcairnia arenicola
CS895,T895,Aceptado,Especie, Pitcairnia barrigae
CS896,T896,Aceptado,Especie, Pitcairnia basincurva
CS897,T897,Aceptado,Especie, Pitcairnia delicata
CS898,T898,Aceptado,Especie, Pitcairnia dolichopetala
CS899,T899,Aceptado,Especie, Pitcairnia elongata
CS900,T900,Aceptado,Especie, Pitcairnia fluvialis
CS901,T901,Aceptado,Especie, Pitcairnia foreroi
CS902,T902,Aceptado,Especie, Pitcairnia fosteriana
CS903,T903,Aceptado,Especie, Pitcairnia grubbiana
CS904,T904,Aceptado,Especie, Pitcairnia guaritermae
CS905,T905,Aceptado,Especie, Pitcairnia huilensis
CS906,T906,Aceptado,Especie, Pitcairnia jaramilloi
CS907,T907,Aceptado,Especie, Pitcairnia johannis
CS908,T908,Aceptado,Especie, Pitcairnia kniphofioides
CS909,T909,Aceptado,Especie, Pitcairnia lindae
CS910,T910,Aceptado,Especie, Pitcairnia macrobotrys
CS911,T911,Aceptado,Especie, Pitcairnia occidentalis
CS912,T912,Aceptado,Especie, Pitcairnia palmoides
CS913,T913,Aceptado,Especie, Pitcairnia petraea
CS914,T914,Aceptado,Especie, Pitcairnia poortmanii
CS915,T915,Aceptado,Especie, Pitcairnia ramosii
CS916,T916,Aceptado,Especie, Pitcairnia rigida
CS917,T917,Aceptado,Especie, Pitcairnia schultzei
CS918,T918,Aceptado,Especie, Pitcairnia semaphora
CS919,T919,Aceptado,Especie, Pitcairnia stenophylla
CS920,T920,Aceptado,Especie, Pitcairnia sylvestris
CS921,T921,Aceptado,Especie, Pitcairnia tolimensis
CS922,T922,Aceptado,Especie, Pitcairnia trimorpha
CS923,T923,Aceptado,Especie, Pitcairnia woronowii
CS924,T924,Aceptado,Especie, Puya aristeguetiae
CS925,T925,Aceptado,Especie, Puya barkleyana
CS926,T926,Aceptado,Especie, Puya boyacana
CS927,T927,Aceptado,Especie, Puya cleefii
CS928,T928,Aceptado,Especie, Puya cuatrecasasii
CS929,T929,Aceptado,Especie, Puya dichroa
CS930,T930,Aceptado,Especie, Puya exuta
CS931,T931,Aceptado,Especie, Puya furfuracea
CS932,T932,Aceptado,Especie, Puya gargantae
CS933,T933,Aceptado,Especie, Puya grantii
CS934,T934,Aceptado,Especie, Puya grubbii
CS935,T935,Aceptado,Especie, Puya killipii
CS936,T936,Aceptado,Especie, Puya lehmanniana
CS937,T937,Aceptado,Especie, Puya loca
CS938,T938,Aceptado,Especie, Puya ochroleuca
CS939,T939,Aceptado,Especie, Puya roldanii
CS940,T940,Aceptado,Especie, Puya sanctae-martae
CS941,T941,Aceptado,Especie, Puya santanderensis
CS942,T942,Aceptado,Especie, Puya thomasiana
CS943,T943,Aceptado,Especie, Puya venezuelana
CS944,T944,Aceptado,Especie, Puya vestita
CS945,T945,Aceptado,Especie, Racinaea sanctae-martae
CS946,T946,Aceptado,Especie, Ronnbergia nidularioides
CS947,T947,Aceptado,Especie, Ronnbergia subpetiolata
CS948,T948,Sinónimo,Especie, Ronnbergia viridispica
CS949,T949,Aceptado,Especie, Steyerbromelia naquenensis
CS950,T950,Aceptado,Especie, Tillandsia acuminata
CS951,T951,Aceptado,Especie, Tillandsia brevior
CS952,T952,Aceptado,Especie, Tillandsia breviturneri
CS953,T953,Aceptado,Especie, Tillandsia chartacea
CS954,T954,Aceptado,Especie, Tillandsia cuatrecasasii
CS955,T955,Aceptado,Especie, Tillandsia engleriana
CS956,T956,Aceptado,Especie, Tillandsia excavata
CS957,T957,Aceptado,Especie, Tillandsia fassettii
CS958,T958,Aceptado,Especie, Tillandsia fusiformis
CS959,T959,Aceptado,Especie, Tillandsia pallescens
CS960,T960,Aceptado,Especie, Tillandsia racinae
CS961,T961,Aceptado,Especie, Tillandsia rariflora
CS962,T962,Aceptado,Especie, Tillandsia reversa
CS963,T963,Aceptado,Especie, Tillandsia romeroi
CS964,T964,Aceptado,Especie, Tillandsia schimperiana
CS965,T965,Aceptado,Especie, Tillandsia sigmoidea
CS966,T966,Aceptado,Especie, Tillandsia suescana
CS967,T967,Aceptado,Especie, Vriesea hodgei
CS968,T968,Aceptado,Especie, Vriesea ospinae
CS969,T969,Aceptado,Especie, Werauhia verrucosa
CS970,T970,Aceptado,Especie, Aniba novogranatensis | Nuevo taxón incluido
CS971,T971,Aceptado,Especie, Aniba perutilis
CS972,T972,Aceptado,Especie, Aniba rosaeodora
CS973,T973,Aceptado,Especie, Caryodaphnopsis cogolloi
CS974,T974,Aceptado,Especie, Licaria cogolloi | Nuevo taxón incluido
CS975,T975,Aceptado,Especie, Licaria tenuifolia | Nuevo taxón incluido
CS976,T976,Aceptado,Especie, Mespilodaphne quixos | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS977,T977,Aceptado,Especie, Ocotea antioquiensis | Nuevo taxón incluido
CS978,T978,Aceptado,Especie, Ocotea cuatrecasasii | Nuevo taxón incluido
CS979,T979,Aceptado,Especie, Ocotea pedicellata | Nuevo taxón incluido
CS980,T980,Aceptado,Especie, Ocotea umbrina | Nuevo taxón incluido
CS981,T981,Aceptado,Especie, Persea chrysophylla | Nuevo taxón incluido
CS982,T982,Aceptado,Especie, Pleurothyrium bracteatum | Nuevo taxón incluido
CS983,T983,Aceptado,Especie, Rhodostemonodaphne antioquensis | Nuevo taxón incluido
CS984,T984,Aceptado,Especie, Rhodostemonodaphne frontinensis | Nuevo taxón incluido
CS985,T985,Aceptado,Especie, Rhodostemonodaphne velutina | Nuevo taxón incluido
CS986,T986,Aceptado,Especie, Williamodendron quadrilocellatum | Nuevo taxón incluido
CS987,T987,Aceptado,Especie, Siparuna lozaniana | Nuevo taxón incluido
CS988,T988,Aceptado,Especie, Annona rufinervis | Nuevo taxón incluido
CS989,T989,Aceptado,Especie, Duguetia colombiana | Nuevo taxón incluido
CS990,T990,Aceptado,Especie, Oxandra oblongifolia | Nuevo taxón incluido
CS991,T991,Aceptado,Especie, Pseudoxandra sclerocarpa | Nuevo taxón incluido
CS992,T992,Aceptado,Especie, Pseudoxandra vallicola | Nuevo taxón incluido
CS993,T993,Aceptado,Especie, Unonopsis megalophylla | Nuevo taxón incluido
CS994,T994,Aceptado,Especie, Magnolia arcabucoana
CS995,T995,Aceptado,Especie, Magnolia argyrotricha
CS996,T996,Aceptado,Especie, Magnolia calimaensis
CS997,T997,Aceptado,Especie, Magnolia calophylla
CS998,T998,Aceptado,Especie, Magnolia cararensis
CS999,T999,Aceptado,Especie, Magnolia caricaefragrans | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS1000,T1000,Aceptado,Especie, Magnolia cespedesii
CS1001,T1001,Aceptado,Especie, Magnolia chimantensis
CS1002,T1002,Aceptado,Especie, Magnolia chocoensis
CS1003,T1003,Aceptado,Especie, Magnolia colombiana
CS1004,T1004,Aceptado,Especie, Magnolia coronata
CS1005,T1005,Aceptado,Especie, Magnolia espinalii
CS1006,T1006,Aceptado,Especie, Magnolia georgii
CS1007,T1007,Aceptado,Especie, Magnolia gilbertoi
CS1008,T1008,Aceptado,Especie, Magnolia guatapensis
CS1009,T1009,Aceptado,Especie, Magnolia henaoi
CS1010,T1010,Aceptado,Especie, Magnolia hernandezii
CS1011,T1011,Aceptado,Especie, Magnolia jardinensis
CS1012,T1012,Aceptado,Especie, Magnolia katiorum
CS1013,T1013,Aceptado,Especie, Magnolia lenticellata
CS1014,T1014,Aceptado,Especie, Magnolia mahechae
CS1015,T1015,Aceptado,Especie, Magnolia narinensis
CS1016,T1016,Aceptado,Especie, Magnolia neomagnifolia
CS1017,T1017,Aceptado,Especie, Magnolia polyhypsophylla
CS1018,T1018,Aceptado,Especie, Magnolia rimachii
CS1019,T1019,Aceptado,Especie, Magnolia sambuensis
CS1020,T1020,Aceptado,Especie, Magnolia santanderiana
CS1021,T1021,Aceptado,Especie, Magnolia silvioi
CS1022,T1022,Aceptado,Especie, Magnolia striatifolia
CS1023,T1023,Aceptado,Especie, Magnolia urraoensis
CS1024,T1024,Aceptado,Especie, Magnolia virolinensis
CS1025,T1025,Aceptado,Especie, Magnolia wolfii
CS1026,T1026,Aceptado,Especie, Magnolia yarumalensis
CS1027,T1027,Aceptado,Especie, Compsoneura anoriensis | Pasa de CR a EN
CS1028,T1028,Aceptado,Especie, Iryanthera megistocarpa
CS1029,T1029,Aceptado,Especie, Otoba acuminata
CS1030,T1030,Aceptado,Especie, Otoba lehmannii
CS1031,T1031,Aceptado,Especie, Virola dixonii
CS1032,T1032,Aceptado,Especie, Peperomia andrei | Nuevo taxón incluido
CS1033,T1033,Aceptado,Especie, Peperomia santanderana | Nuevo taxón incluido
CS1034,T1034,Aceptado,Especie, Piper insignilaminum | Nuevo taxón incluido
CS1035,T1035,Aceptado,Especie, Piper sabaletasanum | Nuevo taxón incluido
CS1036,T1036,Aceptado,Especie, Piper subtomentosum | Nuevo taxón incluido
CS1037,T1037,Aceptado,Especie, Meliosma antioquiensis | Nuevo taxón incluido
CS1038,T1038,Aceptado,Especie, Meliosma caucana | Nuevo taxón incluido
CS1039,T1039,Aceptado,Especie, Meliosma cundinamarcensis | Nuevo taxón incluido
CS1040,T1040,Aceptado,Especie, Meliosma glossophylla | Nuevo taxón incluido
CS1041,T1041,Aceptado,Especie, Meliosma lindae | Nuevo taxón incluido
CS1042,T1042,Aceptado,Especie, Berberis carupensis | Nuevo taxón incluido
CS1043,T1043,Aceptado,Especie, Berberis cuatrecasasii | Nuevo taxón incluido
CS1044,T1044,Aceptado,Especie, Berberis meollacensis | Nuevo taxón incluido
CS1045,T1045,Aceptado,Especie, Berberis sumapazana | Nuevo taxón incluido
CS1046,T1046,Aceptado,Especie, Berberis tabiensis | Nuevo taxón incluido
CS1047,T1047,Aceptado,Especie, Berberis uribei | Nuevo taxón incluido
CS1048,T1048,Aceptado,Especie, Capparidastrum grandiflorum | Nuevo taxón incluido
CS1049,T1049,Aceptado,Especie, Vasconcellea sphaerocarpa | Nuevo taxón incluido
CS1050,T1050,Aceptado,Especie, Monteverdia corei
CS1051,T1051,Aceptado,Especie, Brownea santanderensis | Nuevo taxón incluido
CS1052,T1052,Aceptado,Especie, Browneopsis sanintiae | Nuevo taxón incluido
CS1053,T1053,Aceptado,Especie, Libidibia ebano | Nuevo taxón incluido
CS1054,T1054,Aceptado,Especie, Chloroleucon sempervivum | Nuevo taxón incluido
CS1055,T1055,Aceptado,Especie, Clathrotropis brunnea
CS1056,T1056,Aceptado,Especie, Dipteryx oleifera
CS1057,T1057,Sinónimo,Especie, Klugiodendron umbrianum | Nuevo taxón incluido
CS1058,T1058,Aceptado,Especie, Lonchocarpus antioquiensis | Nuevo taxón incluido
CS1059,T1059,Aceptado,Especie, Lupinus colombiensis | Nuevo taxón incluido
CS1060,T1060,Aceptado,Especie, Mimosa trianae | Nuevo taxón incluido
CS1061,T1061,Aceptado,Especie, Mora oleifera
CS1062,T1062,Aceptado,Especie, Muellera burkartii | Nuevo taxón incluido
CS1063,T1063,Aceptado,Especie, Ormosia cuatrecasasii | Nuevo taxón incluido
CS1064,T1064,Aceptado,Especie, Ormosia revoluta | Nuevo taxón incluido
CS1065,T1065,Aceptado,Especie, Peltogyne purpurea
CS1066,T1066,Aceptado,Especie, Piptadenia uliginosa | Nuevo taxón incluido
CS1067,T1067,Aceptado,Especie, Prioria copaifera
CS1068,T1068,Aceptado,Especie, Pseudopiptadenia colombiana | Nuevo taxón incluido
CS1069,T1069,Aceptado,Especie, Swartzia amabale | Nuevo taxón incluido
CS1070,T1070,Aceptado,Especie, Swartzia magdalenae | Nuevo taxón incluido
CS1071,T1071,Aceptado,Especie, Swartzia mucronifera | Nuevo taxón incluido
CS1072,T1072,Aceptado,Especie, Swartzia radiale | Nuevo taxón incluido
CS1073,T1073,Aceptado,Especie, Zapoteca microcephala | Nuevo taxón incluido
CS1074,T1074,Aceptado,Especie, Zygia andaquiensis | Nuevo taxón incluido
CS1075,T1075,Aceptado,Especie, Zygia codonocalyx | Nuevo taxón incluido
CS1076,T1076,Aceptado,Especie, Zygia garcia-barrigae | Nuevo taxón incluido
CS1077,T1077,Aceptado,Especie, Zygia hernandezii | Nuevo taxón incluido
CS1078,T1078,Aceptado,Especie, Zygia lehmannii | Nuevo taxón incluido
CS1079,T1079,Aceptado,Especie, Zygia multipunctata | Nuevo taxón incluido
CS1080,T1080,Aceptado,Especie, Acanthocladus colombianus | Nuevo taxón incluido
CS1081,T1081,Aceptado,Especie, Colombobalanus excelsa | Actualización nomenclatural
CS1082,T1082,Aceptado,Especie, Quercus humboldtii
CS1083,T1083,Aceptado,Especie, Junglans neotropica
CS1084,T1084,Aceptado,Especie, Perrottetia calva | Nuevo taxón incluido
CS1085,T1085,Aceptado,Especie, Perrottetia colorata | Nuevo taxón incluido
CS1086,T1086,Aceptado,Especie, Perrottetia guacharana | Nuevo taxón incluido
CS1087,T1087,Aceptado,Especie, Perrottetia maxima | Nuevo taxón incluido
CS1088,T1088,Aceptado,Especie, Mayna pubescens | Nuevo taxón incluido
CS1089,T1089,Aceptado,Especie, Mayna suaveolens | Nuevo taxón incluido
CS1090,T1090,Aceptado,Especie, Marila geminata | Nuevo taxón incluido
CS1091,T1091,Aceptado,Especie, Anthodiscus montanus | Nuevo taxón incluido
CS1092,T1092,Aceptado,Especie, Caryocar amygdaliferum
CS1093,T1093,Aceptado,Especie, Cordillera platycalyx | Actualización nomenclatural
CS1094,T1094,Aceptado,Especie, Hirtella enneandra | Nuevo taxón incluido
CS1095,T1095,Aceptado,Especie, Hirtella leonotis
CS1096,T1096,Aceptado,Especie, Hirtella magnifolia | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017
CS1097,T1097,Aceptado,Especie, Hirtella maguirei
CS1098,T1098,Aceptado,Especie, Hirtella tubiflora
CS1099,T1099,Aceptado,Especie, Hirtella vesiculosa
CS1100,T1100,Aceptado,Especie, Hymenopus lasseri | Actualización nomenclatural
CS1101,T1101,Aceptado,Especie, Hymenopus minutiflorus | Actualización nomenclatural
CS1102,T1102,Aceptado,Especie, Leptobalanus calvescens | Actualización nomenclatural
CS1103,T1103,Aceptado,Especie, Leptobalanus cuatrecasasii | Actualización nomenclatural
CS1104,T1104,Aceptado,Especie, Leptobalanus cuspidatus | Actualización nomenclatural
CS1105,T1105,Aceptado,Especie, Licania arborea
CS1106,T1106,Aceptado,Especie, Licania calvescens | Nuevo taxón incluido
CS1107,T1107,Aceptado,Especie, Licania cuspidata
CS1108,T1108,Aceptado,Especie, Licania durifolia
CS1109,T1109,Aceptado,Especie, Licania espinae | Nuevo taxón incluido
CS1110,T1110,Aceptado,Especie, Licania glauca
CS1111,T1111,Aceptado,Especie, Licania pittieri
CS1112,T1112,Aceptado,Especie, Licania platypus
CS1113,T1113,Aceptado,Especie, Licania silvae
CS1114,T1114,Aceptado,Especie, Licania sparsipilis
CS1115,T1115,Aceptado,Especie, Moquilea cabrerae | Nuevo taxón incluido
CS1116,T1116,Aceptado,Especie, Moquilea salicifolia | Nuevo taxón incluido
CS1117,T1117,Aceptado,Especie, Moquilea velata | Actualización nomenclatural
CS1118,T1118,Aceptado,Especie, Parinari pachyphylla
CS1119,T1119,Aceptado,Especie, Parinari parvifolia
CS1120,T1120,Aceptado,Especie, Parinari romeroi
CS1121,T1121,Aceptado,Especie, Chrysochlamys goudotii | Nuevo taxón incluido
CS1122,T1122,Aceptado,Especie, Clusia caicedoi | Nuevo taxón incluido
CS1123,T1123,Aceptado,Especie, Clusia caryophylloides | Nuevo taxón incluido
CS1124,T1124,Aceptado,Especie, Clusia chusqueae | Nuevo taxón incluido
CS1125,T1125,Aceptado,Especie, Clusia cundinamarcensis | Nuevo taxón incluido
CS1126,T1126,Aceptado,Especie, Clusia diguensis | Nuevo taxón incluido
CS1127,T1127,Aceptado,Especie, Clusia fistulosa | Nuevo taxón incluido
CS1128,T1128,Aceptado,Especie, Clusia hachensis | Nuevo taxón incluido
CS1129,T1129,Aceptado,Especie, Clusia lehmannii | Nuevo taxón incluido
CS1130,T1130,Aceptado,Especie, Clusia nervosa | Nuevo taxón incluido
CS1131,T1131,Aceptado,Especie, Clusia polyandra | Nuevo taxón incluido
CS1132,T1132,Aceptado,Especie, Clusia rubescens | Nuevo taxón incluido
CS1133,T1133,Aceptado,Especie, Clusia tequendamae | Nuevo taxón incluido
CS1134,T1134,Aceptado,Especie, Clusia volubilis | Nuevo taxón incluido
CS1135,T1135,Aceptado,Especie, Garcinia pulvinata | Nuevo taxón incluido
CS1136,T1136,Aceptado,Especie, Dichapetalum donnell-smithii
CS1137,T1137,Aceptado,Especie, Dichapetalum foreroi
CS1138,T1138,Aceptado,Especie, Dichapetalum rugosum
CS1139,T1139,Aceptado,Especie, Stephanopodium cuspidatum
CS1140,T1140,Aceptado,Especie, Stephanopodium gentryi
CS1141,T1141,Aceptado,Especie, Tapura bullata | Nuevo taxón incluido
CS1142,T1142,Aceptado,Especie, Tapura colombiana
CS1143,T1143,Aceptado,Especie, Erythroxylum cassinoides | Nuevo taxón incluido
CS1144,T1144,Aceptado,Especie, Erythroxylum plowmanianum | Nuevo taxón incluido
CS1145,T1145,Aceptado,Especie, Erythroxylum riverae | Nuevo taxón incluido
CS1146,T1146,Aceptado,Especie, Acalypha inaequilatera | Nuevo taxón incluido
CS1147,T1147,Aceptado,Especie, Conceveiba santanderensis | Nuevo taxón incluido
CS1148,T1148,Aceptado,Especie, Croton aristophlebius | Nuevo taxón incluido
CS1149,T1149,Aceptado,Especie, Croton ater | Nuevo taxón incluido
CS1150,T1150,Aceptado,Especie, Croton boavitanus | Nuevo taxón incluido
CS1151,T1151,Aceptado,Especie, Croton cupreatus | Nuevo taxón incluido
CS1152,T1152,Aceptado,Especie, Croton rufolepidotus | Nuevo taxón incluido
CS1153,T1153,Aceptado,Especie, Croton sibundoyensis | Nuevo taxón incluido
CS1154,T1154,Aceptado,Especie, Hypericum parallelum | Nuevo taxón incluido
CS1155,T1155,Aceptado,Especie, Hypericum pimeleoides | Nuevo taxón incluido
CS1156,T1156,Aceptado,Especie, Humiriastrum procerum
CS1157,T1157,Aceptado,Especie, Amorimia concinna | Nuevo taxón incluido
CS1158,T1158,Aceptado,Especie, Bunchosia anomala | Nuevo taxón incluido
CS1159,T1159,Aceptado,Especie, Passiflora bracteosa
CS1160,T1160,Aceptado,Especie, Passiflora bucaramangensis
CS1161,T1161,Aceptado,Especie, Passiflora callistemma
CS1162,T1162,Aceptado,Especie, Passiflora colombiana
CS1163,T1163,Aceptado,Especie, Passiflora cremastantha
CS1164,T1164,Aceptado,Especie, Passiflora crispolanata
CS1165,T1165,Aceptado,Especie, Passiflora dawei
CS1166,T1166,Aceptado,Especie, Passiflora engleriana
CS1167,T1167,Aceptado,Especie, Passiflora erythrophylla
CS1168,T1168,Aceptado,Especie, Passiflora haughtii
CS1169,T1169,Aceptado,Especie, Passiflora jardinensis
CS1170,T1170,Aceptado,Especie, Passiflora lindeniana
CS1171,T1171,Aceptado,Especie, Passiflora linearistipula
CS1172,T1172,Aceptado,Especie, Passiflora magdalenae | Mantiene categoría Resolución 1912 de 2017
CS1173,T1173,Aceptado,Especie, Passiflora magnifica
CS1174,T1174,Aceptado,Especie, Passiflora pamplonensis
CS1175,T1175,Aceptado,Especie, Passiflora pennellii
CS1176,T1176,Aceptado,Especie, Passiflora semiciliosa
CS1177,T1177,Aceptado,Especie, Passiflora sierrae
CS1178,T1178,Aceptado,Especie, Passiflora tenerifensis
CS1179,T1179,Aceptado,Especie, Passiflora trianae
CS1180,T1180,Aceptado,Especie, Passiflora trisulca
CS1181,T1181,Aceptado,Especie, Passiflora uribei
CS1182,T1182,Aceptado,Especie, Ouratea pyrifera
CS1183,T1183,Aceptado,Especie, Cassipourea floribunda | Nuevo taxón incluido
CS1184,T1184,Aceptado,Especie, Neosprucea sararensis
CS1185,T1185,Aceptado,Especie, Xylosma obovata
CS1186,T1186,Aceptado,Especie, Rinorea antioquiensis | Nuevo taxón incluido
CS1187,T1187,Aceptado,Especie, Rinorea cordata | Nuevo taxón incluido
CS1188,T1188,Aceptado,Especie, Rinorea hymenosepala | Nuevo taxón incluido
CS1189,T1189,Aceptado,Especie, Rinorea marginata | Nuevo taxón incluido
