id_taxonomia,estado_taxonomico,observacion_taxonomica,rango_taxonomico,codigo_clasificacion
T783,Sinónimo, Odontoglossum aspidorhinum,Especie,CS783
T784,Sinónimo, Odontoglossum blandum,Especie,CS784
T785,Sinónimo, Odontoglossum crinitum,Especie,CS785
T786,Sinónimo, Odontoglossum crocidipterum,Especie,CS786
T787,Sinónimo, Odontoglossum gloriosum,Especie,CS787
T788,Sinónimo, Odontoglossum harryanum,Especie,CS788
T789,Sinónimo, Odontoglossum mirandum | Mantiene categoría Resolución 1912 de 2017,Especie,CS789
T790,Sinónimo, Odontoglossum naevium,Especie,CS790
T791,Sinónimo, Odontoglossum nevadense,Especie,CS791
T792,Sinónimo, Odontoglossum povedanum,Especie,CS792
T793,Sinónimo, Odontoglossum praenitens,Especie,CS793
T794,Sinónimo, Odontoglossum revolutum,Especie,CS794
T795,Sinónimo, Odontoglossum rhynchanthum,Especie,CS795
T796,Sinónimo, Odontoglossum subuligerum,Especie,CS796
T797,Sinónimo, Odontoglossum tripudians,Especie,CS797
T798,Sinónimo, Odontoglossum wallisii,Especie,CS798
T799,Aceptado, Oncidium alberti | Actualización nomenclatural,Especie,CS799
T800,Aceptado, Oncidium alvarezii | Actualización nomenclatural,Especie,CS800
T801,Aceptado, Oncidium auriculatum | Actualización nomenclatural,Especie,CS801
T802,Aceptado, Oncidium cuculligerum | Nuevo taxón incluido,Especie,CS802
T803,Aceptado, Oncidium decorum | Nuevo taxón incluido,Especie,CS803
T804,Aceptado, Oncidium nevadense | Pasa de EN a CR,Especie,CS804
T805,Aceptado, Oncidium nobile | Actualización nomenclatural,Especie,CS805
T806,Aceptado, Oncidium panduratoides | Nuevo taxón incluido,Especie,CS806
T807,Aceptado, Oncidium povedanum | Actualización nomenclatural,Especie,CS807
T808,Aceptado, Otoglossum arminii | Actualización nomenclatural,Especie,CS808
T809,Aceptado, Peristeria cochlearis | Nuevo taxón incluido,Especie,CS809
T810,Aceptado, Phragmipedium schlimii | Nuevo taxón incluido,Especie,CS810
T811,Aceptado, Pleurothallis killipii | Nuevo taxón incluido,Especie,CS811
T812,Aceptado, Pleurothallis mundula | Nuevo taxón incluido,Especie,CS812
T813,Aceptado, Polycycnis lehmannii | Nuevo taxón incluido,Especie,CS813
T814,Aceptado, Polycycnis villegasiana | Nuevo taxón incluido,Especie,CS814
T815,Aceptado, Pterichis colombiana | Nuevo taxón incluido,Especie,CS815
T816,Aceptado, Restrepia aristulifera,Especie,CS816
T817,Aceptado, Restrepia aspasicensis,Especie,CS817
T818,Aceptado, Restrepia chameleon,Especie,CS818
T819,Aceptado, Restrepia chocoensis,Especie,CS819
T820,Aceptado, Restrepia chrysoglossa,Especie,CS820
T821,Aceptado, Restrepia cuprea | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017,Especie,CS821
T822,Aceptado, Restrepia echinata,Especie,CS822
T823,Aceptado, Restrepia echo,Especie,CS823
T824,Aceptado, Restrepia escobariana,Especie,CS824
T825,Aceptado, Restrepia falkenbergii | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017,Especie,CS825
T826,Aceptado, Restrepia limbata,Especie,CS826
T827,Aceptado, Restrepia metae,Especie,CS827
T828,Aceptado, Restrepia nittiorhyncha | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017,Especie,CS828
T829,Aceptado, Restrepia pandurata,Especie,CS829
T830,Aceptado, Restrepia purpurea,Especie,CS830
T831,Aceptado, Restrepia sanguinea,Especie,CS831
T832,Aceptado, Restrepia seketii | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017,Especie,CS832
T833,Aceptado, Restrepia tabeae,Especie,CS833
T834,Aceptado, Restrepia tsubotae | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017,Especie,CS834
T835,Aceptado, Sievekingia colombiana | Nuevo taxón incluido,Especie,CS835
T836,Aceptado, Sievekingia filifera | Nuevo taxón incluido,Especie,CS836
T837,Aceptado, Stanhopea platyceras | Nuevo taxón incluido,Especie,CS837
T838,Aceptado, Stanhopea shuttleworthii | Nuevo taxón incluido,Especie,CS838
T839,Aceptado, Stanhopea tolimensis | Nuevo taxón incluido,Especie,CS839
T840,Sinónimo, Sigmatostalix pandurata,Especie,CS840
T841,Aceptado, Trevoria chloris | Nuevo taxón incluido,Especie,CS841
T842,Sinónimo, Trigonochilum bachmannii | Actualización nomenclatural,Especie,CS842
T843,Aceptado, Aechmea andaquiensis,Especie,CS843
T844,Aceptado, Aechmea anomala,Especie,CS844
T845,Aceptado, Aechmea baudoensis,Especie,CS845
T846,Aceptado, Aechmea confertiflora,Especie,CS846
T847,Aceptado, Aechmea confusa,Especie,CS847
T848,Aceptado, Aechmea politii,Especie,CS848
T849,Aceptado, Aechmea romeroi,Especie,CS849
T850,Aceptado, Aechmea tessmannii,Especie,CS850
T851,Aceptado, Aechmea zebrina,Especie,CS851
T852,Aceptado, Billbergia ambigua,Especie,CS852
T853,Aceptado, Billbergia macrolepis,Especie,CS853
T854,Aceptado, Billbergia rupestris,Especie,CS854
T855,Aceptado, Brewcaria reflexa,Especie,CS855
T856,Aceptado, Bromelia fragilis,Especie,CS856
T857,Aceptado, Bromelia nidus-puellae,Especie,CS857
T858,Aceptado, Bromelia trianae,Especie,CS858
T859,Aceptado, Greigia aristeguietae,Especie,CS859
T860,Aceptado, Greigia columbiana,Especie,CS860
T861,Aceptado, Greigia mulfordii,Especie,CS861
T862,Aceptado, Greigia collina,Especie,CS862
T863,Aceptado, Greigia danielii,Especie,CS863
T864,Aceptado, Greigia nubigena,Especie,CS864
T865,Aceptado, Greigia ocellata,Especie,CS865
T866,Aceptado, Guzmania attenuata,Especie,CS866
T867,Aceptado, Guzmania bakeri,Especie,CS867
T868,Aceptado, Guzmania betancurii,Especie,CS868
T869,Aceptado, Guzmania breviscapa,Especie,CS869
T870,Aceptado, Guzmania cylindrica,Especie,CS870
T871,Aceptado, Guzmania delicatula,Especie,CS871
T872,Aceptado, Guzmania formosa,Especie,CS872
T873,Aceptado, Guzmania goudotiana,Especie,CS873
T874,Aceptado, Guzmania hitchcockiana,Especie,CS874
T875,Aceptado, Guzmania longipelata,Especie,CS875
T876,Aceptado, Guzmania pallida,Especie,CS876
T877,Aceptado, Guzmania palustris,Especie,CS877
T878,Aceptado, Guzmania polycephala,Especie,CS878
T879,Aceptado, Guzmania radiata,Especie,CS879
T880,Aceptado, Guzmania regalis,Especie,CS880
T881,Aceptado, Guzmania rugosa,Especie,CS881
T882,Aceptado, Guzmania wittmackii,Especie,CS882
T883,Aceptado, Hohenbergia andina,Especie,CS883
T884,Aceptado, Mezobromelia bicolor,Especie,CS884
T885,Aceptado, Pepinia alborubra,Especie,CS885
T886,Sinónimo, Pepinia cuatrecasana,Especie,CS886
T887,Aceptado, Pepinia heliophila,Especie,CS887
T888,Aceptado, Pepinia juncoides,Especie,CS888
T889,Aceptado, Pepinia killipiana,Especie,CS889
T890,Sinónimo, Pepinia pectinata,Especie,CS890
T891,Aceptado, Pepinia quesnelioides,Especie,CS891
T892,Aceptado, Pitcairnia altoatratoensis,Especie,CS892
T893,Aceptado, Pitcairnia alversonii,Especie,CS893
T894,Aceptado, Pitcairnia arenicola,Especie,CS894
T895,Aceptado, Pitcairnia barrigae,Especie,CS895
T896,Aceptado, Pitcairnia basincurva,Especie,CS896
T897,Aceptado, Pitcairnia delicata,Especie,CS897
T898,Aceptado, Pitcairnia dolichopetala,Especie,CS898
T899,Aceptado, Pitcairnia elongata,Especie,CS899
T900,Aceptado, Pitcairnia fluvialis,Especie,CS900
T901,Aceptado, Pitcairnia foreroi,Especie,CS901
T902,Aceptado, Pitcairnia fosteriana,Especie,CS902
T903,Aceptado, Pitcairnia grubbiana,Especie,CS903
T904,Aceptado, Pitcairnia guaritermae,Especie,CS904
T905,Aceptado, Pitcairnia huilensis,Especie,CS905
T906,Aceptado, Pitcairnia jaramilloi,Especie,CS906
T907,Aceptado, Pitcairnia johannis,Especie,CS907
T908,Aceptado, Pitcairnia kniphofioides,Especie,CS908
T909,Aceptado, Pitcairnia lindae,Especie,CS909
T910,Aceptado, Pitcairnia macrobotrys,Especie,CS910
T911,Aceptado, Pitcairnia occidentalis,Especie,CS911
T912,Aceptado, Pitcairnia palmoides,Especie,CS912
T913,Aceptado, Pitcairnia petraea,Especie,CS913
T914,Aceptado, Pitcairnia poortmanii,Especie,CS914
T915,Aceptado, Pitcairnia ramosii,Especie,CS915
T916,Aceptado, Pitcairnia rigida,Especie,CS916
T917,Aceptado, Pitcairnia schultzei,Especie,CS917
T918,Aceptado, Pitcairnia semaphora,Especie,CS918
T919,Aceptado, Pitcairnia stenophylla,Especie,CS919
T920,Aceptado, Pitcairnia sylvestris,Especie,CS920
T921,Aceptado, Pitcairnia tolimensis,Especie,CS921
T922,Aceptado, Pitcairnia trimorpha,Especie,CS922
T923,Aceptado, Pitcairnia woronowii,Especie,CS923
T924,Aceptado, Puya aristeguetiae,Especie,CS924
T925,Aceptado, Puya barkleyana,Especie,CS925
T926,Aceptado, Puya boyacana,Especie,CS926
T927,Aceptado, Puya cleefii,Especie,CS927
T928,Aceptado, Puya cuatrecasasii,Especie,CS928
T929,Aceptado, Puya dichroa,Especie,CS929
T930,Aceptado, Puya exuta,Especie,CS930
T931,Aceptado, Puya furfuracea,Especie,CS931
T932,Aceptado, Puya gargantae,Especie,CS932
T933,Aceptado, Puya grantii,Especie,CS933
T934,Aceptado, Puya grubbii,Especie,CS934
T935,Aceptado, Puya killipii,Especie,CS935
T936,Aceptado, Puya lehmanniana,Especie,CS936
T937,Aceptado, Puya loca,Especie,CS937
T938,Aceptado, Puya ochroleuca,Especie,CS938
T939,Aceptado, Puya roldanii,Especie,CS939
T940,Aceptado, Puya sanctae-martae,Especie,CS940
T941,Aceptado, Puya santanderensis,Especie,CS941
T942,Aceptado, Puya thomasiana,Especie,CS942
T943,Aceptado, Puya venezuelana,Especie,CS943
T944,Aceptado, Puya vestita,Especie,CS944
T945,Aceptado, Racinaea sanctae-martae,Especie,CS945
T946,Aceptado, Ronnbergia nidularioides,Especie,CS946
T947,Aceptado, Ronnbergia subpetiolata,Especie,CS947
T948,Sinónimo, Ronnbergia viridispica,Especie,CS948
T949,Aceptado, Steyerbromelia naquenensis,Especie,CS949
T950,Aceptado, Tillandsia acuminata,Especie,CS950
T951,Aceptado, Tillandsia brevior,Especie,CS951
T952,Aceptado, Tillandsia breviturneri,Especie,CS952
T953,Aceptado, Tillandsia chartacea,Especie,CS953
T954,Aceptado, Tillandsia cuatrecasasii,Especie,CS954
T955,Aceptado, Tillandsia engleriana,Especie,CS955
T956,Aceptado, Tillandsia excavata,Especie,CS956
T957,Aceptado, Tillandsia fassettii,Especie,CS957
T958,Aceptado, Tillandsia fusiformis,Especie,CS958
T959,Aceptado, Tillandsia pallescens,Especie,CS959
T960,Aceptado, Tillandsia racinae,Especie,CS960
T961,Aceptado, Tillandsia rariflora,Especie,CS961
T962,Aceptado, Tillandsia reversa,Especie,CS962
T963,Aceptado, Tillandsia romeroi,Especie,CS963
T964,Aceptado, Tillandsia schimperiana,Especie,CS964
T965,Aceptado, Tillandsia sigmoidea,Especie,CS965
T966,Aceptado, Tillandsia suescana,Especie,CS966
T967,Aceptado, Vriesea hodgei,Especie,CS967
T968,Aceptado, Vriesea ospinae,Especie,CS968
T969,Aceptado, Werauhia verrucosa,Especie,CS969
T970,Aceptado, Aniba novogranatensis | Nuevo taxón incluido,Especie,CS970
T971,Aceptado, Aniba perutilis,Especie,CS971
T972,Aceptado, Aniba rosaeodora,Especie,CS972
T973,Aceptado, Caryodaphnopsis cogolloi,Especie,CS973
T974,Aceptado, Licaria cogolloi | Nuevo taxón incluido,Especie,CS974
T975,Aceptado, Licaria tenuifolia | Nuevo taxón incluido,Especie,CS975
T976,Aceptado, Mespilodaphne quixos | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017,Especie,CS976
T977,Aceptado, Ocotea antioquiensis | Nuevo taxón incluido,Especie,CS977
T978,Aceptado, Ocotea cuatrecasasii | Nuevo taxón incluido,Especie,CS978
T979,Aceptado, Ocotea pedicellata | Nuevo taxón incluido,Especie,CS979
T980,Aceptado, Ocotea umbrina | Nuevo taxón incluido,Especie,CS980
T981,Aceptado, Persea chrysophylla | Nuevo taxón incluido,Especie,CS981
T982,Aceptado, Pleurothyrium bracteatum | Nuevo taxón incluido,Especie,CS982
T983,Aceptado, Rhodostemonodaphne antioquensis | Nuevo taxón incluido,Especie,CS983
T984,Aceptado, Rhodostemonodaphne frontinensis | Nuevo taxón incluido,Especie,CS984
T985,Aceptado, Rhodostemonodaphne velutina | Nuevo taxón incluido,Especie,CS985
T986,Aceptado, Williamodendron quadrilocellatum | Nuevo taxón incluido,Especie,CS986
T987,Aceptado, Siparuna lozaniana | Nuevo taxón incluido,Especie,CS987
T988,Aceptado, Annona rufinervis | Nuevo taxón incluido,Especie,CS988
T989,Aceptado, Duguetia colombiana | Nuevo taxón incluido,Especie,CS989
T990,Aceptado, Oxandra oblongifolia | Nuevo taxón incluido,Especie,CS990
T991,Aceptado, Pseudoxandra sclerocarpa | Nuevo taxón incluido,Especie,CS991
T992,Aceptado, Pseudoxandra vallicola | Nuevo taxón incluido,Especie,CS992
T993,Aceptado, Unonopsis megalophylla | Nuevo taxón incluido,Especie,CS993
T994,Aceptado, Magnolia arcabucoana,Especie,CS994
T995,Aceptado, Magnolia argyrotricha,Especie,CS995
T996,Aceptado, Magnolia calimaensis,Especie,CS996
T997,Aceptado, Magnolia calophylla,Especie,CS997
T998,Aceptado, Magnolia cararensis,Especie,CS998
T999,Aceptado, Magnolia caricaefragrans | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017,Especie,CS999
T1000,Aceptado, Magnolia cespedesii,Especie,CS1000
T1001,Aceptado, Magnolia chimantensis,Especie,CS1001
T1002,Aceptado, Magnolia chocoensis,Especie,CS1002
T1003,Aceptado, Magnolia colombiana,Especie,CS1003
T1004,Aceptado, Magnolia coronata,Especie,CS1004
T1005,Aceptado, Magnolia espinalii,Especie,CS1005
T1006,Aceptado, Magnolia georgii,Especie,CS1006
T1007,Aceptado, Magnolia gilbertoi,Especie,CS1007
T1008,Aceptado, Magnolia guatapensis,Especie,CS1008
T1009,Aceptado, Magnolia henaoi,Especie,CS1009
T1010,Aceptado, Magnolia hernandezii,Especie,CS1010
T1011,Aceptado, Magnolia jardinensis,Especie,CS1011
T1012,Aceptado, Magnolia katiorum,Especie,CS1012
T1013,Aceptado, Magnolia lenticellata,Especie,CS1013
T1014,Aceptado, Magnolia mahechae,Especie,CS1014
T1015,Aceptado, Magnolia narinensis,Especie,CS1015
T1016,Aceptado, Magnolia neomagnifolia,Especie,CS1016
T1017,Aceptado, Magnolia polyhypsophylla,Especie,CS1017
T1018,Aceptado, Magnolia rimachii,Especie,CS1018
T1019,Aceptado, Magnolia sambuensis,Especie,CS1019
T1020,Aceptado, Magnolia santanderiana,Especie,CS1020
T1021,Aceptado, Magnolia silvioi,Especie,CS1021
T1022,Aceptado, Magnolia striatifolia,Especie,CS1022
T1023,Aceptado, Magnolia urraoensis,Especie,CS1023
T1024,Aceptado, Magnolia virolinensis,Especie,CS1024
T1025,Aceptado, Magnolia wolfii,Especie,CS1025
T1026,Aceptado, Magnolia yarumalensis,Especie,CS1026
T1027,Aceptado, Compsoneura anoriensis | Pasa de CR a EN,Especie,CS1027
T1028,Aceptado, Iryanthera megistocarpa,Especie,CS1028
T1029,Aceptado, Otoba acuminata,Especie,CS1029
T1030,Aceptado, Otoba lehmannii,Especie,CS1030
T1031,Aceptado, Virola dixonii,Especie,CS1031
T1032,Aceptado, Peperomia andrei | Nuevo taxón incluido,Especie,CS1032
T1033,Aceptado, Peperomia santanderana | Nuevo taxón incluido,Especie,CS1033
T1034,Aceptado, Piper insignilaminum | Nuevo taxón incluido,Especie,CS1034
T1035,Aceptado, Piper sabaletasanum | Nuevo taxón incluido,Especie,CS1035
T1036,Aceptado, Piper subtomentosum | Nuevo taxón incluido,Especie,CS1036
T1037,Aceptado, Meliosma antioquiensis | Nuevo taxón incluido,Especie,CS1037
T1038,Aceptado, Meliosma caucana | Nuevo taxón incluido,Especie,CS1038
T1039,Aceptado, Meliosma cundinamarcensis | Nuevo taxón incluido,Especie,CS1039
T1040,Aceptado, Meliosma glossophylla | Nuevo taxón incluido,Especie,CS1040
T1041,Aceptado, Meliosma lindae | Nuevo taxón incluido,Especie,CS1041
T1042,Aceptado, Berberis carupensis | Nuevo taxón incluido,Especie,CS1042
T1043,Aceptado, Berberis cuatrecasasii | Nuevo taxón incluido,Especie,CS1043
T1044,Aceptado, Berberis meollacensis | Nuevo taxón incluido,Especie,CS1044
T1045,Aceptado, Berberis sumapazana | Nuevo taxón incluido,Especie,CS1045
T1046,Aceptado, Berberis tabiensis | Nuevo taxón incluido,Especie,CS1046
T1047,Aceptado, Berberis uribei | Nuevo taxón incluido,Especie,CS1047
T1048,Aceptado, Capparidastrum grandiflorum | Nuevo taxón incluido,Especie,CS1048
T1049,Aceptado, Vasconcellea sphaerocarpa | Nuevo taxón incluido,Especie,CS1049
T1050,Aceptado, Monteverdia corei,Especie,CS1050
T1051,Aceptado, Brownea santanderensis | Nuevo taxón incluido,Especie,CS1051
T1052,Aceptado, Browneopsis sanintiae | Nuevo taxón incluido,Especie,CS1052
T1053,Aceptado, Libidibia ebano | Nuevo taxón incluido,Especie,CS1053
T1054,Aceptado, Chloroleucon sempervivum | Nuevo taxón incluido,Especie,CS1054
T1055,Aceptado, Clathrotropis brunnea,Especie,CS1055
T1056,Aceptado, Dipteryx oleifera,Especie,CS1056
T1057,Sinónimo, Klugiodendron umbrianum | Nuevo taxón incluido,Especie,CS1057
T1058,Aceptado, Lonchocarpus antioquiensis | Nuevo taxón incluido,Especie,CS1058
T1059,Aceptado, Lupinus colombiensis | Nuevo taxón incluido,Especie,CS1059
T1060,Aceptado, Mimosa trianae | Nuevo taxón incluido,Especie,CS1060
T1061,Aceptado, Mora oleifera,Especie,CS1061
T1062,Aceptado, Muellera burkartii | Nuevo taxón incluido,Especie,CS1062
T1063,Aceptado, Ormosia cuatrecasasii | Nuevo taxón incluido,Especie,CS1063
T1064,Aceptado, Ormosia revoluta | Nuevo taxón incluido,Especie,CS1064
T1065,Aceptado, Peltogyne purpurea,Especie,CS1065
T1066,Aceptado, Piptadenia uliginosa | Nuevo taxón incluido,Especie,CS1066
T1067,Aceptado, Prioria copaifera,Especie,CS1067
T1068,Aceptado, Pseudopiptadenia colombiana | Nuevo taxón incluido,Especie,CS1068
T1069,Aceptado, Swartzia amabale | Nuevo taxón incluido,Especie,CS1069
T1070,Aceptado, Swartzia magdalenae | Nuevo taxón incluido,Especie,CS1070
T1071,Aceptado, Swartzia mucronifera | Nuevo taxón incluido,Especie,CS1071
T1072,Aceptado, Swartzia radiale | Nuevo taxón incluido,Especie,CS1072
T1073,Aceptado, Zapoteca microcephala | Nuevo taxón incluido,Especie,CS1073
T1074,Aceptado, Zygia andaquiensis | Nuevo taxón incluido,Especie,CS1074
T1075,Aceptado, Zygia codonocalyx | Nuevo taxón incluido,Especie,CS1075
T1076,Aceptado, Zygia garcia-barrigae | Nuevo taxón incluido,Especie,CS1076
T1077,Aceptado, Zygia hernandezii | Nuevo taxón incluido,Especie,CS1077
T1078,Aceptado, Zygia lehmannii | Nuevo taxón incluido,Especie,CS1078
T1079,Aceptado, Zygia multipunctata | Nuevo taxón incluido,Especie,CS1079
T1080,Aceptado, Acanthocladus colombianus | Nuevo taxón incluido,Especie,CS1080
T1081,Aceptado, Colombobalanus excelsa | Actualización nomenclatural,Especie,CS1081
T1082,Aceptado, Quercus humboldtii,Especie,CS1082
T1083,Aceptado, Junglans neotropica,Especie,CS1083
T1084,Aceptado, Perrottetia calva | Nuevo taxón incluido,Especie,CS1084
T1085,Aceptado, Perrottetia colorata | Nuevo taxón incluido,Especie,CS1085
T1086,Aceptado, Perrottetia guacharana | Nuevo taxón incluido,Especie,CS1086
T1087,Aceptado, Perrottetia maxima | Nuevo taxón incluido,Especie,CS1087
T1088,Aceptado, Mayna pubescens | Nuevo taxón incluido,Especie,CS1088
T1089,Aceptado, Mayna suaveolens | Nuevo taxón incluido,Especie,CS1089
T1090,Aceptado, Marila geminata | Nuevo taxón incluido,Especie,CS1090
T1091,Aceptado, Anthodiscus montanus | Nuevo taxón incluido,Especie,CS1091
T1092,Aceptado, Caryocar amygdaliferum,Especie,CS1092
T1093,Aceptado, Cordillera platycalyx | Actualización nomenclatural,Especie,CS1093
T1094,Aceptado, Hirtella enneandra | Nuevo taxón incluido,Especie,CS1094
T1095,Aceptado, Hirtella leonotis,Especie,CS1095
T1096,Aceptado, Hirtella magnifolia | Corrección ortográfica | Mantiene categoría Resolución 1912 de 2017,Especie,CS1096
T1097,Aceptado, Hirtella maguirei,Especie,CS1097
T1098,Aceptado, Hirtella tubiflora,Especie,CS1098
T1099,Aceptado, Hirtella vesiculosa,Especie,CS1099
T1100,Aceptado, Hymenopus lasseri | Actualización nomenclatural,Especie,CS1100
T1101,Aceptado, Hymenopus minutiflorus | Actualización nomenclatural,Especie,CS1101
T1102,Aceptado, Leptobalanus calvescens | Actualización nomenclatural,Especie,CS1102
T1103,Aceptado, Leptobalanus cuatrecasasii | Actualización nomenclatural,Especie,CS1103
T1104,Aceptado, Leptobalanus cuspidatus | Actualización nomenclatural,Especie,CS1104
T1105,Aceptado, Licania arborea,Especie,CS1105
T1106,Aceptado, Licania calvescens | Nuevo taxón incluido,Especie,CS1106
T1107,Aceptado, Licania cuspidata,Especie,CS1107
T1108,Aceptado, Licania durifolia,Especie,CS1108
T1109,Aceptado, Licania espinae | Nuevo taxón incluido,Especie,CS1109
T1110,Aceptado, Licania glauca,Especie,CS1110
T1111,Aceptado, Licania pittieri,Especie,CS1111
T1112,Aceptado, Licania platypus,Especie,CS1112
T1113,Aceptado, Licania silvae,Especie,CS1113
T1114,Aceptado, Licania sparsipilis,Especie,CS1114
T1115,Aceptado, Moquilea cabrerae | Nuevo taxón incluido,Especie,CS1115
T1116,Aceptado, Moquilea salicifolia | Nuevo taxón incluido,Especie,CS1116
T1117,Aceptado, Moquilea velata | Actualización nomenclatural,Especie,CS1117
T1118,Aceptado, Parinari pachyphylla,Especie,CS1118
T1119,Aceptado, Parinari parvifolia,Especie,CS1119
T1120,Aceptado, Parinari romeroi,Especie,CS1120
T1121,Aceptado, Chrysochlamys goudotii | Nuevo taxón incluido,Especie,CS1121
T1122,Aceptado, Clusia caicedoi | Nuevo taxón incluido,Especie,CS1122
T1123,Aceptado, Clusia caryophylloides | Nuevo taxón incluido,Especie,CS1123
T1124,Aceptado, Clusia chusqueae | Nuevo taxón incluido,Especie,CS1124
T1125,Aceptado, Clusia cundinamarcensis | Nuevo taxón incluido,Especie,CS1125
T1126,Aceptado, Clusia diguensis | Nuevo taxón incluido,Especie,CS1126
T1127,Aceptado, Clusia fistulosa | Nuevo taxón incluido,Especie,CS1127
T1128,Aceptado, Clusia hachensis | Nuevo taxón incluido,Especie,CS1128
T1129,Aceptado, Clusia lehmannii | Nuevo taxón incluido,Especie,CS1129
T1130,Aceptado, Clusia nervosa | Nuevo taxón incluido,Especie,CS1130
T1131,Aceptado, Clusia polyandra | Nuevo taxón incluido,Especie,CS1131
T1132,Aceptado, Clusia rubescens | Nuevo taxón incluido,Especie,CS1132
T1133,Aceptado, Clusia tequendamae | Nuevo taxón incluido,Especie,CS1133
T1134,Aceptado, Clusia volubilis | Nuevo taxón incluido,Especie,CS1134
T1135,Aceptado, Garcinia pulvinata | Nuevo taxón incluido,Especie,CS1135
T1136,Aceptado, Dichapetalum donnell-smithii,Especie,CS1136
T1137,Aceptado, Dichapetalum foreroi,Especie,CS1137
T1138,Aceptado, Dichapetalum rugosum,Especie,CS1138
T1139,Aceptado, Stephanopodium cuspidatum,Especie,CS1139
T1140,Aceptado, Stephanopodium gentryi,Especie,CS1140
T1141,Aceptado, Tapura bullata | Nuevo taxón incluido,Especie,CS1141
T1142,Aceptado, Tapura colombiana,Especie,CS1142
T1143,Aceptado, Erythroxylum cassinoides | Nuevo taxón incluido,Especie,CS1143
T1144,Aceptado, Erythroxylum plowmanianum | Nuevo taxón incluido,Especie,CS1144
T1145,Aceptado, Erythroxylum riverae | Nuevo taxón incluido,Especie,CS1145
T1146,Aceptado, Acalypha inaequilatera | Nuevo taxón incluido,Especie,CS1146
T1147,Aceptado, Conceveiba santanderensis | Nuevo taxón incluido,Especie,CS1147
T1148,Aceptado, Croton aristophlebius | Nuevo taxón incluido,Especie,CS1148
T1149,Aceptado, Croton ater | Nuevo taxón incluido,Especie,CS1149
T1150,Aceptado, Croton boavitanus | Nuevo taxón incluido,Especie,CS1150
T1151,Aceptado, Croton cupreatus | Nuevo taxón incluido,Especie,CS1151
T1152,Aceptado, Croton rufolepidotus | Nuevo taxón incluido,Especie,CS1152
T1153,Aceptado, Croton sibundoyensis | Nuevo taxón incluido,Especie,CS1153
T1154,Aceptado, Hypericum parallelum | Nuevo taxón incluido,Especie,CS1154
T1155,Aceptado, Hypericum pimeleoides | Nuevo taxón incluido,Especie,CS1155
T1156,Aceptado, Humiriastrum procerum,Especie,CS1156
T1157,Aceptado, Amorimia concinna | Nuevo taxón incluido,Especie,CS1157
T1158,Aceptado, Bunchosia anomala | Nuevo taxón incluido,Especie,CS1158
T1159,Aceptado, Passiflora bracteosa,Especie,CS1159
T1160,Aceptado, Passiflora bucaramangensis,Especie,CS1160
T1161,Aceptado, Passiflora callistemma,Especie,CS1161
T1162,Aceptado, Passiflora colombiana,Especie,CS1162
T1163,Aceptado, Passiflora cremastantha,Especie,CS1163
T1164,Aceptado, Passiflora crispolanata,Especie,CS1164
T1165,Aceptado, Passiflora dawei,Especie,CS1165
T1166,Aceptado, Passiflora engleriana,Especie,CS1166
T1167,Aceptado, Passiflora erythrophylla,Especie,CS1167
T1168,Aceptado, Passiflora haughtii,Especie,CS1168
T1169,Aceptado, Passiflora jardinensis,Especie,CS1169
T1170,Aceptado, Passiflora lindeniana,Especie,CS1170
T1171,Aceptado, Passiflora linearistipula,Especie,CS1171
T1172,Aceptado, Passiflora magdalenae | Mantiene categoría Resolución 1912 de 2017,Especie,CS1172
T1173,Aceptado, Passiflora magnifica,Especie,CS1173
T1174,Aceptado, Passiflora pamplonensis,Especie,CS1174
T1175,Aceptado, Passiflora pennellii,Especie,CS1175
T1176,Aceptado, Passiflora semiciliosa,Especie,CS1176
T1177,Aceptado, Passiflora sierrae,Especie,CS1177
T1178,Aceptado, Passiflora tenerifensis,Especie,CS1178
T1179,Aceptado, Passiflora trianae,Especie,CS1179
T1180,Aceptado, Passiflora trisulca,Especie,CS1180
T1181,Aceptado, Passiflora uribei,Especie,CS1181
T1182,Aceptado, Ouratea pyrifera,Especie,CS1182
T1183,Aceptado, Cassipourea floribunda | Nuevo taxón incluido,Especie,CS1183
T1184,Aceptado, Neosprucea sararensis,Especie,CS1184
T1185,Aceptado, Xylosma obovata,Especie,CS1185
T1186,Aceptado, Rinorea antioquiensis | Nuevo taxón incluido,Especie,CS1186
T1187,Aceptado, Rinorea cordata | Nuevo taxón incluido,Especie,CS1187
T1188,Aceptado, Rinorea hymenosepala | Nuevo taxón incluido,Especie,CS1188
T1189,Aceptado, Rinorea marginata | Nuevo taxón incluido,Especie,CS1189
T1190,Aceptado, Ayenia cuatrecasae | Nuevo taxón incluido,Especie,CS1190
T1191,Aceptado, Ayenia klugii | Nuevo taxón incluido,Especie,CS1191
T1192,Aceptado, Bernoullia uribeana | Nuevo taxón incluido,Especie,CS1192
T1193,Aceptado, Cavanillesia chicamochae | Nuevo taxón incluido,Especie,CS1193
T1194,Aceptado, Ceiba samauma,Especie,CS1194
