codigo_int,genero,epiteto_especifico,epiteto_intraespecifico,nombre_vernaculo,codigo_clasificacion
1547,Atelopus,elegans,NA,Rana arlequín,CS1547
1548,Atelopus,eusebianus,NA,Rana arlequín,CS1548
1549,Atelopus,famelicus,NA,Rana arlequín,CS1549
1550,Atelopus,farci,NA,Rana arlequín,CS1550
1551,Atelopus,gigas,NA,Rana arlequín,CS1551
1552,Atelopus,glyphus,NA,Rana arlequín,CS1552
1553,Atelopus,laetissimus,NA,Rana arlequín,CS1553
1554,Atelopus,longibrachius,NA,Rana arlequín,CS1554
1555,Atelopus,lozanoi,NA,Rana arlequín,CS1555
1556,Atelopus,marinkellei,NA,Rana arlequín,CS1556
1557,Atelopus,minutulus,NA,Rana arlequín,CS1557
1558,Atelopus,mittermeieri,NA,Rana arlequín,CS1558
1559,Atelopus,monohernandezii,NA,Rana arlequín,CS1559
1560,Atelopus,muisca,NA,Rana arlequín,CS1560
1561,Atelopus,nahumae,NA,Rana arlequín,CS1561
1562,Atelopus,nicefori,NA,Rana arlequín,CS1562
1563,Atelopus,nocturnus,NA,Rana arlequín,CS1563
1564,Atelopus,pastuso,NA,Rana arlequín,CS1564
1565,Atelopus,pedimarmoratus,NA,Rana arlequín,CS1565
1566,Atelopus,petriruizi,NA,Rana arlequín,CS1566
1567,Atelopus,pictiventris,NA,Rana arlequín,CS1567
1568,Atelopus,quimbaya,NA,Rana arlequín,CS1568
1569,Atelopus,sanjosei,NA,Rana arlequín,CS1569
1570,Atelopus,sernai,NA,Rana arlequín,CS1570
1571,Atelopus,simulatus,NA,Rana arlequín,CS1571
1572,Atelopus,sonsonensis,NA,Rana arlequín,CS1572
1573,Atelopus,subornatus,NA,Rana arlequín,CS1573
1574,Osornophryne,percrassa,NA,NA,CS1574
1575,Osornophryne,talipes,NA,NA,CS1575
1576,Rhaebo,andinophrynoides,NA,NA,CS1576
1577,Rhaebo,atelopoides,NA,NA,CS1577
1578,Rhaebo,blombergi,NA,NA,CS1578
1579,Rhaebo,colomai,NA,NA,CS1579
1580,Rhinella,acrolopha,NA,NA,CS1580
1581,Rhinella,cristinae,NA,NA,CS1581
1582,Rhinella,lindae,NA,NA,CS1582
1583,Rhinella,macrorhina,NA,NA,CS1583
1584,Rhinella,nicefori,NA,NA,CS1584
1585,Rhinella,rostrata,NA,NA,CS1585
1586,Rhinella,ruizi,NA,NA,CS1586
1587,Rhinella,tenrec,NA,NA,CS1587
1588,Centrolene,sanchezi,NA,Rana de cristal,CS1588
1589,Centrolene,ballux,NA,Rana de cristal gigante de Burrowes,CS1589
1590,Centrolene,geckoidea,NA,Rana de cristal gigante del pacífico,CS1590
1591,Centrolene,heloderma,NA,Rana de cristal,CS1591
1592,Centrolene,huilense,NA,Rana de cristal del Huila,CS1592
1593,Centrolene,medemi,NA,Rana de cristal de Medem,CS1593
1594,Centrolene,petrophilum,NA,Rana de cristal gigante de Boyacá,CS1594
1595,Centrolene,quindianum,NA,Rana de cristal,CS1595
1596,Centrolene,lynchi,NA,Rana de cristal de Lynch,CS1596
1597,Centrolene,solitaria,NA,Rana de cristal,CS1597
1598,Nymphargus,balionotus,NA,Rana de cristal de Mindo,CS1598
1599,Cochranella,litoralis,NA,Rana de cristal,CS1599
1600,Nymphargus,megistus,NA,Rana de cristal,CS1600
1601,Cochranella,xanthocheridia,NA,Rana de cristal,CS1601
1602,Hyalinobatrachium,esmeralda,NA,Rana de cristal,CS1602
1603,Ikakogi,tayrona,NA,Rana de cristal gigante del Magdalena,CS1603
1604,Nymphargus,armatus,NA,Rana de cristal,CS1604
1605,Nymphargus,caucanus,NA,Rana de cristal,CS1605
1606,Nymphargus,cristinae,NA,Rana de cristal,CS1606
1607,Nymphargus,garciae,NA,Rana de cristal,CS1607
1608,Nymphargus,luminosus,NA,Rana de cristal,CS1608
1609,Nymphargus,luteopunctatus,NA,Rana de cristal,CS1609
1610,Nymphargus,megacheirus,NA,Rana de cristal de Santa Rosa,CS1610
1611,Nymphargus,prasinus,NA,Rana de cristal del Rio Calima,CS1611
1612,Nymphargus,rosada,NA,Rana de cristal,CS1612
1613,Nymphargus,ruizi,NA,Rana de cristal de Ruiz,CS1613
1614,Rulyrana,adiazeta,NA,Rana de cristal,CS1614
1615,Sachatamia,electrops,NA,Rana de cristal,CS1615
1616,Sachatamia,punctulata,NA,Rana de cristal,CS1616
1617,Atopophrynus,syntomopus,NA,Rana de pies pequeños,CS1617
1618,Geobatrachus,walkeri,NA,NA,CS1618
1619,Niceforonia,adenobrachia,NA,NA,CS1619
1620,Niceforonia,brunnea,NA,NA,CS1620
1621,Niceforonia,dolops,NA,NA,CS1621
1622,Niceforonia,latens,NA,NA,CS1622
1623,Niceforonia,nana,NA,NA,CS1623
1624,Pristimantis,actinolaimus,NA,NA,CS1624
1625,Pristimantis,acutirostris,NA,NA,CS1625
1626,Pristimantis,aemulatus,NA,NA,CS1626
1627,Pristimantis,affinis,NA,NA,CS1627
1628,Pristimantis,alalocophus,NA,NA,CS1628
1629,Pristimantis,albericoi,NA,NA,CS1629
1630,Pristimantis,angustilineatus,NA,NA,CS1630
1631,Pristimantis,anolirex,NA,NA,CS1631
1632,Pristimantis,apiculatus,NA,NA,CS1632
1633,Pristimantis,aurantiguttatus,NA,NA,CS1633
1634,Pristimantis,bacchus,NA,NA,CS1634
1635,Pristimantis,batrachites,NA,NA,CS1635
1636,Pristimantis,bellona,NA,NA,CS1636
1637,Pristimantis,bernali,NA,NA,CS1637
1638,Pristimantis,bicolor,NA,NA,CS1638
1639,Pristimantis,cacao,NA,NA,CS1639
1640,Pristimantis,calcaratus,NA,NA,CS1640
1641,Pristimantis,capitonis,NA,NA,CS1641
1642,Pristimantis,caprifer,NA,NA,CS1642
1643,Pristimantis,carlossanchezi,NA,NA,CS1643
1644,Pristimantis,carmelitae,NA,NA,CS1644
1645,Pristimantis,carranguerorum,NA,Rana de lluvia carranguera,CS1645
1646,Pristimantis,celator,NA,NA,CS1646
1647,Pristimantis,chrysops,NA,NA,CS1647
1648,Pristimantis,colomai,NA,NA,CS1648
1649,Pristimantis,colonensis,NA,NA,CS1649
1650,Pristimantis,corniger,NA,NA,CS1650
1651,Pristimantis,cristinae,NA,NA,CS1651
1652,Pristimantis,cuentasi,NA,NA,CS1652
1653,Pristimantis,degener,NA,NA,CS1653
1654,Pristimantis,deinops,NA,NA,CS1654
1655,Pristimantis,delicatus,NA,NA,CS1655
1656,Pristimantis,diaphonus,NA,NA,CS1656
1657,Pristimantis,diogenes,NA,NA,CS1657
1658,Pristimantis,dorado,NA,NA,CS1658
1659,Pristimantis,dorsopictus,NA,NA,CS1659
1660,Pristimantis,duellmani,NA,NA,CS1660
1661,Pristimantis,duende,NA,NA,CS1661
1662,Pristimantis,elegans,NA,NA,CS1662
1663,Pristimantis,eremitus,NA,Rana cutín de Chiriboga,CS1663
1664,Pristimantis,eriphus,NA,NA,CS1664
1665,Pristimantis,fallax,NA,Rana de garganta manchada,CS1665
1666,Pristimantis,gladiator,NA,NA,CS1666
1667,Pristimantis,gracilis,NA,NA,CS1667
1668,Pristimantis,grandiceps,NA,NA,CS1668
1669,Pristimantis,hectus,NA,NA,CS1669
1670,Pristimantis,helvolus,NA,NA,CS1670
1671,Pristimantis,hernandezi,NA,NA,CS1671
1672,Pristimantis,hybotragus,NA,NA,CS1672
1673,Pristimantis,jaimei,NA,NA,CS1673
1674,Pristimantis,johannesdei,NA,NA,CS1674
1675,Pristimantis,jorgevelosai,NA,NA,CS1675
1676,Pristimantis,juanchoi,NA,Rana duende juancho,CS1676
1677,Pristimantis,kelephus,NA,NA,CS1677
1678,Pristimantis,lasalleorum,NA,NA,CS1678
1679,Pristimantis,laticlavius,NA,NA,CS1679
1680,Pristimantis,lemur,NA,NA,CS1680
1681,Pristimantis,leopardus,NA,NA,CS1681
1682,Pristimantis,leucopus,NA,NA,CS1682
1683,Pristimantis,lichenoides,NA,NA,CS1683
1684,Pristimantis,loustes,NA,NA,CS1684
1685,Pristimantis,lutitus,NA,NA,CS1685
1686,Pristimantis,maculosus,NA,NA,CS1686
1687,Pristimantis,mars,NA,NA,CS1687
1688,Pristimantis,merostictus,NA,NA,CS1688
1689,Pristimantis,mnionaetes,NA,NA,CS1689
1690,Pristimantis,molybrignus,NA,NA,CS1690
1691,Pristimantis,myops,NA,NA,CS1691
1692,Pristimantis,ocellatus,NA,NA,CS1692
1693,Pristimantis,parectatus,NA,NA,CS1693
1694,Pristimantis,phalarus,NA,NA,CS1694
1695,Pristimantis,phragmipleuron,NA,NA,CS1695
1696,Pristimantis,platychilus,NA,NA,CS1696
1697,Pristimantis,polemistes,NA,NA,CS1697
1698,Pristimantis,polychrus,NA,NA,CS1698
1699,Pristimantis,ptochus,NA,NA,CS1699
1700,Pristimantis,pugnax,NA,NA,CS1700
1701,Pristimantis,quantus,NA,NA,CS1701
1702,Pristimantis,quinquagesimus,NA,NA,CS1702
1703,Pristimantis,racemus,NA,NA,CS1703
1704,Pristimantis,reclusas,NA,NA,CS1704
1705,Pristimantis,renjiforum,NA,NA,CS1705
1706,Pristimantis,repens,NA,NA,CS1706
1707,Pristimantis,rivasi,NA,NA,CS1707
1708,Pristimantis,rosadoi,NA,NA,CS1708
1709,Pristimantis,ruedai,NA,NA,CS1709
1710,Pristimantis,ruthveni,NA,NA,CS1710
1711,Pristimantis,satagius,NA,NA,CS1711
1712,Pristimantis,scoloblepharus,NA,NA,CS1712
1713,Pristimantis,scolodiscus,NA,NA,CS1713
1714,Pristimantis,signifer,NA,NA,CS1714
1715,Pristimantis,silverstonei,NA,NA,CS1715
1716,Pristimantis,simoteriscus,NA,NA,CS1716
1717,Pristimantis,siopelus,NA,NA,CS1717
1718,Pristimantis,spilogaster,NA,NA,CS1718
1719,Pristimantis,suetus,NA,NA,CS1719
1720,Pristimantis,sulculus,NA,NA,CS1720
1721,Pristimantis,supernatis,NA,NA,CS1721
1722,Pristimantis,susaguae,NA,NA,CS1722
1723,Pristimantis,tamsitti,NA,NA,CS1723
1724,Pristimantis,torrenticola,NA,NA,CS1724
1725,Pristimantis,tribulosus,NA,NA,CS1725
1726,Pristimantis,uisae,NA,NA,CS1726
1727,Pristimantis,veletis,NA,NA,CS1727
1728,Pristimantis,viridicans,NA,NA,CS1728
1729,Pristimantis,viridis,NA,NA,CS1729
1730,Pristimantis,xeniolum,NA,NA,CS1730
1731,Pristimantis,xestus,NA,NA,CS1731
1732,Pristimantis,xylochobates,NA,NA,CS1732
1733,Pristimantis,zoilae,NA,NA,CS1733
1734,Strabomantis,anatipes,NA,NA,CS1734
1735,Strabomantis,bufoniformis,NA,NA,CS1735
1736,Strabomantis,cadenai,NA,NA,CS1736
1737,Strabomantis,cheiroplethus,NA,NA,CS1737
1738,Strabomantis,cornutus,NA,NA,CS1738
1739,Strabomantis,ingeri,NA,NA,CS1739
1740,Strabomantis,necerus,NA,NA,CS1740
1741,Strabomantis,necopinus,NA,NA,CS1741
1742,Strabomantis,ruizi,NA,NA,CS1742
1743,Tachiramantis,douglasi,NA,NA,CS1743
1744,Tachiramantis,lentiginosus,NA,NA,CS1744
1745,Andinobates,bombetes,NA,Rana rubí o ranita venenosa del Valle del Cauca,CS1745
1746,Andinobates,cassidyhornae,NA,NA,CS1746
1747,Andinobates,daleswansoni,NA,NA,CS1747
1748,Andinobates,dorisswansonae,NA,NA,CS1748
1749,Andinobates,opisthomelas,NA,NA,CS1749
1750,Andinobates,tolimense,NA,NA,CS1750
1751,Andinobates,victimatus,NA,NA,CS1751
1752,Andinobates,viridis,NA,NA,CS1752
1753,Andinobates,virolinensis,NA,NA,CS1753
1754,Colostethus,agilis,NA,NA,CS1754
1755,Colostethus,imbricolus,NA,NA,CS1755
1756,Colostethus,latinasus,NA,NA,CS1756
1757,Colostethus,mertensi,NA,NA,CS1757
1758,Colostethus,thorntoni,NA,NA,CS1758
1759,Colostethus,ucumari,NA,NA,CS1759
1760,Ectopoglossus,atopoglossus,NA,NA,CS1760
1761,Ectopoglossus,lacrimosus,NA,NA,CS1761
1762,Hyloxalus,abditaurantius,NA,NA,CS1762
1763,Hyloxalus,chocoensis,NA,NA,CS1763
1764,Hyloxalus,edwardsi,NA,NA,CS1764
1765,Hyloxalus,fascianigrus,NA,NA,CS1765
1766,Hyloxalus,pinguis,NA,NA,CS1766
1767,Hyloxalus,ramosi,NA,NA,CS1767
1768,Hyloxalus,ruizi,NA,NA,CS1768
1769,Hyloxalus,vergeli,NA,NA,CS1769
1770,Leucostethus,ramirezi,NA,NA,CS1770
1771,Oophaga,anchicayensis,NA,NA,CS1771
1772,Oophaga,andresi,NA,NA,CS1772
1773,Oophaga,histrionica,NA,Rana cocoi,CS1773
1774,Oophaga,lehmanni,NA,NA,CS1774
1775,Oophaga,occultator,NA,NA,CS1775
1776,Oophaga,solanensis,NA,NA,CS1776
1777,Paruwrobates,andinus,NA,NA,CS1777
1778,Phyllobates,bicolor,NA,NA,CS1778
1779,Phyllobates,terribilis,NA,Rana dorada venenosa,CS1779
1780,Silverstoneia,dalyi,NA,NA,CS1780
1781,Silverstoneia,erasmios,NA,NA,CS1781
1782,Silverstoneia,nubicola,NA,NA,CS1782
1783,Silverstoneia,punctiventris,NA,NA,CS1783
1784,Diasporus,anthrax,NA,NA,CS1784
1785,Cryptobatrachus,boulengeri,NA,NA,CS1785
1786,Cryptobatrachus,pedroruizi,NA,NA,CS1786
1787,Cryptobatrachus,ruthveni,NA,NA,CS1787
1788,Gastrotheca,angustifrons,NA,NA,CS1788
1789,Gastrotheca,antomia,NA,NA,CS1789
1790,Gastrotheca,aureomaculata,NA,NA,CS1790
1791,Gastrotheca,bufona,NA,NA,CS1791
1792,Gastrotheca,cornuta,NA,NA,CS1792
1793,Gastrotheca,dendronastes,NA,NA,CS1793
1794,Gastrotheca,espeletia,NA,NA,CS1794
1795,Gastrotheca,helenae,NA,NA,CS1795
1796,Gastrotheca,orophylax,NA,NA,CS1796
1797,Gastrotheca,trachyceps,NA,NA,CS1797
1798,Hemiphractus,johnsoni,NA,NA,CS1798
1799,Hyloscirtus,japreria,NA,NA,CS1799
1800,Hyloscirtus,antioquia,NA,Rana chocolate antioqueña,CS1800
1801,Hyloscirtus,callipeza,NA,NA,CS1801
1802,Hyloscirtus,caucanus,NA,NA,CS1802
1803,Hyloscirtus,denticulentus,NA,NA,CS1803
1804,Hyloscirtus,lynchi,NA,NA,CS1804
1805,Hyloscirtus,pantostictus,NA,NA,CS1805
1806,Hyloscirtus,piceigularis,NA,NA,CS1806
1807,Hyloscirtus,platydactylus,NA,NA,CS1807
1808,Hyloscirtus,psarolaimus,NA,NA,CS1808
1809,Hyloscirtus,sarampiona,NA,NA,CS1809
1810,Hyloscirtus,simmonsi,NA,NA,CS1810
1811,Hyloscirtus,tigrinus,NA,NA,CS1811
1812,Hyloscirtus,torrenticola,NA,NA,CS1812
1813,Agalychnis,lemur,NA,NA,CS1813
1814,Callimedusa,perinesos,NA,NA,CS1814
1815,Epicrionops,columbianus,NA,NA,CS1815
1816,Epicrionops,parkeri,NA,NA,CS1816
1817,Anolis,calimae,NA,Anolis de Calima,CS1817
1818,Anolis,inderenae,NA,Camaleón de Cundinamarca,CS1818
1819,Anolis,ruizii,NA,Camaleón de Rúiz,CS1819
1820,Atractus,nicefori,NA,Serpiente tierrera del Hermano Nicéforo,CS1820
1821,Atractus,orcesi,NA,Culebra tierrera de Orcés,CS1821
1822,Atractus,punctiventris,NA,Culebra tierrera de vientre punteado,CS1822
1823,Coniophanes,andresensis,NA,Serpiente de San Andrés,CS1823
1824,Dendrophidion,boshelli,NA,Culebra de Boshelli,CS1824
1825,Saphenophis,sneiderni,NA,Serpiente sneiderni,CS1825
1826,Synophis,plectovertebralis,NA,Serpiente del caño del Dagua,CS1826
1827,Micrurus,medemi,NA,Coral de Villavicencio,CS1827
1828,Micrurus,sangilensis,NA,Coral sangileña,CS1828
1829,Alopoglossus,danieli,NA,Lagarto de escamas grandes del Hermano Daniel,CS1829
1830,Anadia,antioquensis,NA,Anadia de Antioquia,CS1830
1831,Anadia,bogotensis,NA,Lagartija de Bogotá,CS1831
1832,Anadia,pamplonensis,NA,Anadia de Pamplona,CS1832
1833,Andinosaura,laevis,NA,Lagartija de hojarasca de escamas lisas,CS1833
1834,Riama,columbiana,NA,Lagartija colombiana de hojarasca,CS1834
1835,Riama,simotera,NA,Lagarto de bombilla de O'Shaughnessy,CS1835
1836,Enyalioides,oshaughnessyi,NA,Lagartija de palo ojiroja,CS1836
1837,Enyalioides,annularis,NA,Mantícoras de anillos,CS1837
1838,Enyalioides,groi,NA,Mantícoras de Gro,CS1838
1839,Aristelliger,georgeensis,NA,Gecko pestañudo,CS1839
1840,Lepidoblepharis,miyatai,NA,Geco tinajero del tayrona,CS1840
1841,Lepidoblepharis,williamsi,NA,Salamanqueja de Williams,CS1841
1842,Bothrocophias,campbelli,NA,Víbora de Campbell,CS1842
1843,Mesoclemmys,dahli,NA,Carranchina,CS1843
1844,Caretta,caretta,NA,Caguama,CS1844
1845,Chelonia,mydas,NA,Tortuga verde,CS1845
1846,Eretmochelys,imbricata,NA,Carey,CS1846
1847,Lepidochelys,olivacea,NA,Golfina,CS1847
1848,Dermochelys,coriacea,NA,Caná,CS1848
1849,Rhinoclemmys,diademata,NA,Inguensa,CS1849
1850,Kinosternon,dunni,NA,Tortuga cabeza de trozo,CS1850
1851,Podocnemis,erythrocephala,NA,Chipiro,CS1851
1852,Podocnemis,expansa,NA,Charapa,CS1852
1853,Podocnemis,lewyana,NA,Tortuga del río Magdalena,CS1853
1854,Podocnemis,unifilis,NA,Terecay,CS1854
1855,Chelonoidis,carbonarius,NA,Morrocoy,CS1855
1856,Melanosuchus,niger,NA,Caimán negro,CS1856
1857,Crocodylus,acutus,NA,Caimán aguja | Cocodrilo americano | Caimán del Magdalena,CS1857
1858,Crocodylus,intermedius,NA,Cocodrilo del Orinoco | Caimán del Orinoco | Caimán llanero,CS1858
1859,Crypturellus,kerriae,NA,Tinamú del Chocó,CS1859
1860,Tinamus,osgoodi,NA,Tinamú negro,CS1860
1861,Anas,georgica,NA,Pato Pico de Oro,CS1861
1862,Netta,erythrophthalma,NA,Pato Negro,CS1862
1863,Oressochen,jubatus,NA,Pato Carretero,CS1863
1864,Oxyura,jamaicensis,NA,Pato Andino,CS1864
1865,Sarkidiornis,sylvicola,NA,Pato Brasilero,CS1865
1866,Spatula,cyanoptera,NA,Pato Colorado,CS1866
1867,Chauna,chavaria,NA,Chavarría,CS1867
1868,Crax,alberti,NA,Paujil Colombiano,CS1868
1869,Crax,daubentoni,NA,Pavón Moquiamarillo,CS1869
1870,Crax,globulosa,NA,Pavón Moquirrojo,CS1870
1871,Crax,rubra,NA,Pavón Chocoano,CS1871
1872,Pauxi,pauxi,NA,Pavón Copete de Piedra,CS1872
1873,Penelope,ortoni,NA,Pava del Baudó,CS1873
1874,Penelope,perspicax,NA,Pava Caucana,CS1874
1875,Odontophorus,dialeucos,NA,Perdiz Katía,CS1875
1876,Odontophorus,melanonotus,NA,Perdiz de Nariño,CS1876
1877,Odontophorus,strophium,NA,Perdiz Santandereana,CS1877
1878,Podiceps,occipitalis,NA,Zambullidor plateado,CS1878
1879,Phoenicopterus,ruber,NA,Flamenco,CS1879
1880,Sula,granti,NA,Piquero de Nazca,CS1880
1881,Sula,leucogaster,NA,Piquero Café,CS1881
1882,Egretta,rufescens,NA,Garza Rojiza,CS1882
1883,Vultur,gryphus,NA,Cóndor de los Andes,CS1883
1884,Buteogallus,solitarius,NA,Águila solitaria,CS1884
1885,Circus,cinereus,NA,Aguilucho Cenizo,CS1885
1886,Spizaetus,isidori,NA,Águila Crestada,CS1886
1887,Porphyriops,melanops,NA,Polla Sabanera,CS1887
1888,Rallus,semiplumbeus,NA,Rascón Andino,CS1888
1889,Creagrus,furcatus,NA,Gaviota rabihorcada,CS1889
1890,Leptotila,conoveri,NA,Caminera Tolimense,CS1890
1891,Leptotila,jamaicensis,NA,Tortolita Caribeña,CS1891
1892,Zentrygon,goldmani,NA,Paloma-Perdiz Cabecicanela,CS1892
1893,Neomorphus,radiolosus,NA,Correlón Escamado,CS1893
1894,Glaucidium,nubicola,NA,Buhito Nubicola,CS1894
1895,Anthocephala,berlepschi,NA,Colibrí Cabecicastaño del Tolima,CS1895
1896,Anthocephala,floriceps,NA,Colibrí Cabecicastaño de Santa Marta,CS1896
1897,Campylopterus,phainopeplus,NA,Ala de Sable Serrano,CS1897
1898,Chrysuronia,lilliae,NA,Colibrí Cienaguero,CS1898
1899,Coeligena,orina,NA,Inca de Frontino,CS1899
1900,Eriocnemis,godini,NA,Zamarrito Gorjiturquesa,CS1900
1901,Eriocnemis,isabellae,NA,Zamarrito del Pinche,CS1901
1902,Eriocnemis,mirabilis,NA,Paramero de Munchique,CS1902
1903,Goldmania,bella,NA,Colibrí Pirreño,CS1903
1904,Oxypogon,cyanolaemus,NA,Colibrí Barbudito Barbiazul,CS1904
1905,Oxypogon,stubelii,NA,Chivito de Páramo,CS1905
1906,Saucerottia,castaneiventris,NA,Amazilia Ventricastaño,CS1906
1907,Galbula,pastazae,NA,Jacamar Cobrizo,CS1907
1908,Capito,hypoleucus,NA,Torito Capiblanco,CS1908
1909,Capito,squamatus,NA,Torito Frentirrojo,CS1909
1910,Veniliornis,callonotus,NA,Carpintero Escarlata,CS1910
1911,Campephilus,gayaquilensis,NA,Carpintero de Guayaquil,CS1911
1912,Andigena,hypoglauca,NA,Terlaque Andino,CS1912
1913,Andigena,laminirostris,NA,Terlaque de Nariño,CS1913
1914,Micrastur,plumbeus,NA,Halcón de Munchique,CS1914
1915,Ara,ambiguus,NA,Guacamaya Verdelimón,CS1915
1916,Ara,militaris,NA,Guacamaya Verde,CS1916
1917,Bolborhynchus,ferrugineifrons,NA,Periquito de los Nevados,CS1917
1918,Hapalopsittaca,amazonina,NA,Cotorra Montañera,CS1918
1919,Hapalopsittaca,fuertesi,NA,Cotorra Coroniazul,CS1919
1920,Leptosittaca,branickii,NA,Perico Paramuno,CS1920
1921,Ognorhynchus,icterotis,NA,Perico Palmero,CS1921
1922,Pionus,fuscus,NA,Cotorra de Perijá,CS1922
1923,Pyrrhura,calliptera,NA,Periquito Aliamarillo,CS1923
1924,Pyrrhura,viridicata,NA,Periquito Serrano,CS1924
1925,Touit,stictopterus,NA,Periquito Alipunteado,CS1925
1926,Eremophila,alpestris,NA,Alondra Cornuda,CS1926
1927,Cardinalis,phoeniceus,NA,Cardenal Guajiro,CS1927
1928,Cyanolyca,pulchra,NA,Urraca Chocoana,CS1928
1929,Ampelion,rufaxilla,NA,Cotinga Alirrufa,CS1929
1930,Cephalopterus,penduliger,NA,Paragüero del Pacífico,CS1930
1931,Doliornis,remseni,NA,Cotinga de Páramo,CS1931
1932,Lipaugus,weberi,NA,Arriero Antioqueño,CS1932
1933,Pyroderus,scutatus,NA,Toro de Monte,CS1933
1934,Ammodramus,savannarum,NA,Sabanero Grillo,CS1934
1935,Arremon,schlegeli,NA,Pinzón Alidorado,CS1935
1936,Atlapetes,blancae,NA,Gorrión-Montés Paisa,CS1936
1937,Atlapetes,flaviceps,NA,Atlapetes de Anteojos,CS1937
1938,Atlapetes,fuscoolivaceus,NA,Atlapetes Oliváceo,CS1938
1939,Bangsia,flavovirens,NA,Montero Verdiamarillo,CS1939
1940,Chlorospingus,inornatus,NA,Montero de Pirré,CS1940
1941,Spinus,cucullatus,NA,Jilguero Rojo,CS1941
1942,Asthenes,perijana,NA,Rastrojero de Perijá,CS1942
1943,Clibanornis,rufipectus,NA,Rastrojero de Santa Marta,CS1943
1944,Margarornis,bellulus,NA,Corretroncos,CS1944
1945,Grallaria,alleni,NA,Tororoi Bigotudo,CS1945
1946,Grallaria,bangsi,NA,Tororoi de Santa Marta,CS1946
1947,Grallaria,gigantea,NA,Tororoi Gigante,CS1947
1948,Grallaria,kaestneri,NA,Tororoi de Cundinamarca,CS1948
1949,Grallaria,milleri,NA,Tororoi de Miller,CS1949
1950,Grallaria,rufocinerea,NA,Tororoi Rufocenizo,CS1950
1951,Grallaria,urraoensis,NA,Tororoi de Urrao,CS1951
1952,Hypopyrrhus,pyrohypogaster,NA,Chango Colombiano,CS1952
1953,Icterus,icterus,NA,Turpial Real,CS1953
1954,Icterus,leucopteryx,NA,Turpial Jamaiquino,CS1954
1955,Macroagelaius,subalaris,NA,Chango de Montaña,CS1955
1956,Psarocolius,cassini,NA,Oropéndola Chocoana,CS1956
1957,Basileuterus,ignotus,NA,Arañero del Pirré,CS1957
1958,Myiothlypis,basilica,NA,Arañero de Santa Marta,CS1958
1959,Myiothlypis,conspicillata,NA,Arañero Embridado,CS1959
1960,Setophaga,cerulea,NA,Reinita Cerúela,CS1960
1961,Chloropipo,flavicapilla,NA,Saltarin Dorado,CS1961
1962,Scytalopus,canus,NA,Tapaculo de Paramillo,CS1962
1963,Scytalopus,panamensis,NA,Tapaculo Cejiblanco,CS1963
1964,Scytalopus,perijanus,NA,Tapaculo de Perijá,CS1964
1965,Scytalopus,rodriguezi,NA,Tapaculo del Magdalena,CS1965
1966,Scytalopus,sanctaemartae,NA,Tapaculo de Santa Marta,CS1966
1967,Scytalopus,stilesi,NA,Tapaculo de Stiles,CS1967
1968,Clytoctantes,alixii,NA,Hormiguero Pico de Hacha,CS1968
1969,Dysithamnus,occidentalis,NA,Hormiguero Occidental,CS1969
1970,Xenornis,setifrons,NA,Hormiguero de Tacarcuna,CS1970
1971,Bangsia,aureocincta,NA,Bangsia de Tatamá,CS1971
1972,Bangsia,melanochlamys,NA,Bangsia Negra y Oro,CS1972
1973,Chlorochrysa,nitidissima,NA,Clorocrisa Multicolor,CS1973
1974,Creurgops,verticalis,NA,Tángara Crestirufa,CS1974
1975,Dacnis,berlepschi,NA,Dacnis Pechirroja,CS1975
1976,Dacnis,hartlaubi,NA,Dacnis Turquesa,CS1976
1977,Diglossa,gloriosissima,NA,Diglosa Pechirrufa,CS1977
1978,Saltator,cinctus,NA,Saltátor Collarejo,CS1978
1979,Tangara,fucosa,NA,Tangara Nuquiverde,CS1979
1980,Tephrophilus,wetmorei,NA,Azulejo de Wetmore,CS1980
1981,Cistothorus,apolinari,NA,Cucarachero de Apolinar,CS1981
1982,Henicorhina,negreti,NA,Cucarachero de Munchique,CS1982
1983,Thryophilus,nicefori,NA,Cucarachero de Nicéforo,CS1983
1984,Thryophilus,sernai,NA,Cucarachero Paisa,CS1984
1985,Troglodytes,monticola,NA,Cucarachero de Santa Marta,CS1985
1986,Myadestes,coloratus,NA,Solitario Enmascarado,CS1986
1987,Attila,torridus,NA,Atila Ocrácea,CS1987
1988,Muscisaxicola,maculirostris,NA,Dormilona Chica,CS1988
1989,Myiotheretes,pernix,NA,Atrapamoscas de Santa Marta,CS1989
1990,Phylloscartes,lanyoni,NA,Tiranuelo Antioqueño,CS1990
1991,Polystictus,pectoralis,NA,Tachurí Barbado,CS1991
1992,Pseudocolopteryx,acutipennis,NA,Doradito Lagunero,CS1992
1993,Vireo,approximans,NA,Vireo de Providencia,CS1993
1994,Vireo,caribaeus,NA,Veireo de San Andrés,CS1994
1995,Vireo,masteri,NA,Vireo del Chocó,CS1995
1996,Marmosops,handleyi,NA,Tunato de Handley,CS1996
1997,Caenolestes,convelatus,NA,Ratón marsupial negruzco,CS1997
1998,Saccopteryx,antioquensis,NA,Murciélago de líneas blancas | Murciélago de sacos de Antioquia,CS1998
1999,Lonchorhina,marinkellei,NA,Murciélago nariz de espada de Marinkelle,CS1999
2000,Trichechus,inunguis,NA,Manatí amazónico | Vaca marina | Manatí,CS2000
2001,Trichechus,manatus,NA,Manatí del Caribe | Vaca marina,CS2001
2002,Lycalopex,culpaeus,NA,NA,CS2002
