codigo_int,genero,epiteto_especifico,epiteto_intraespecifico,nombre_vernaculo,codigo_clasificacion
170,Cyathea,pilozana,NA,NA,CS170
171,Cyathea,pinnuloides,NA,NA,CS171
172,Cyathea,prosopioides,NA,NA,CS172
173,Cyathea,renjifoi,NA,NA,CS173
174,Cyathea,retanae,NA,NA,CS174
175,Cyathea,rodriguezii,NA,NA,CS175
176,Cyathea,singularis,NA,NA,CS176
177,Cyathea,straminea,NA,NA,CS177
178,Cyathea,tejedoris,NA,NA,CS178
179,Cyathea,toroi,NA,NA,CS179
180,Cyathea,uleana,NA,NA,CS180
181,Cyathea,uregoana,NA,NA,CS181
182,Cyathea,varians,NA,NA,CS182
183,Cyathea,werffii,NA,NA,CS183
184,Dicksonia,lehnertiana,NA,NA,CS184
185,Dicksonia,stuebelii,NA,NA,CS185
186,Zamia,amplifolia,NA,Zamia de Anchicayá,CS186
187,Zamia,disodon,NA,Zamia dentada,CS187
188,Zamia,encephalartoides,NA,Zamia de Las Rocas,CS188
189,Zamia,huilensis,NA,NA,CS189
190,Zamia,incognita,NA,NA,CS190
191,Zamia,melanorrhachis,NA,NA,CS191
192,Zamia,montana,NA,Zamia de Montaña,CS192
193,Zamia,oligodonta,NA,Zamia de Risaralda,CS193
194,Zamia,pyrophylla,NA,NA,CS194
195,Zamia,restrepoi,NA,NA,CS195
196,Zamia,tolimensis,NA,NA,CS196
197,Zamia,wallisii,NA,NA,CS197
198,Podocarpus,guatemalensis,NA,Chaquiro dulce,CS198
199,Podocarpus,oleifolius,NA,Pino colombiano,CS199
200,Prumnopitys,harmsiana,NA,Pino chaquiro,CS200
201,Prumnopitys,montana,NA,Pino de montaña,CS201
202,Myrrhidendron,pennellii,NA,NA,CS202
203,Dendropanax,glaberrimus,NA,NA,CS203
204,Dendropanax,lehmannii,NA,NA,CS204
205,Dendropanax,pachypodus,NA,NA,CS205
206,Oreopanax,acerifolius,NA,Mano de Tigre,CS206
207,Oreopanax,brunneus,NA,NA,CS207
208,Oreopanax,cyclophyllus,NA,NA,CS208
209,Oreopanax,fontqueranus,NA,NA,CS209
210,Oreopanax,gargantae,NA,Higuerón,CS210
211,Oreopanax,hypargyreus,NA,NA,CS211
212,Oreopanax,killipii,NA,NA,CS212
213,Oreopanax,lawrancei,NA,NA,CS213
214,Oreopanax,niger,NA,NA,CS214
215,Oreopanax,ruizanus,NA,Cincodedos,CS215
216,Oreopanax,sucrensis,NA,NA,CS216
217,Oreopanax,trianae,NA,Cincodedos,CS217
218,Oreopanax,velutinus,NA,NA,CS218
219,Schefflera,bifurcata,NA,NA,CS219
220,Schefflera,calyptricuspidata,NA,NA,CS220
221,Schefflera,connata,NA,NA,CS221
222,Schefflera,digyna,NA,Maco,CS222
223,Schefflera,heterotricha,NA,NA,CS223
224,Schefflera,paniculitomentosa,NA,NA,CS224
225,Schefflera,samariana,NA,NA,CS225
226,Schefflera,sararensis,NA,NA,CS226
227,Ilex,bullata,NA,NA,CS227
228,Ilex,gale,NA,NA,CS228
229,Ilex,mucronulata,NA,NA,CS229
230,Ilex,pustulosa,NA,Mulato,CS230
231,Ilex,velutinulosa,NA,NA,CS231
232,Citronella,silvatica,NA,NA,CS232
233,Aequatorium,latibracteolatum,NA,NA,CS233
234,Coespeletia,laxiflora,NA,NA,CS234
235,Critoniopsis,cinerea,NA,Cenizo,CS235
236,Critoniopsis,cuatrecasasii,NA,Blanquizco,CS236
237,Critoniopsis,franciscana,NA,NA,CS237
238,Critoniopsis,glandulata,NA,NA,CS238
239,Critoniopsis,popayanensis,NA,NA,CS239
240,Critoniopsis,uribei,NA,NA,CS240
241,Critoniopsis,ursicola,NA,NA,CS241
242,Diplostephium,dentatum,NA,NA,CS242
243,Diplostephium,ellipticum,NA,NA,CS243
244,Diplostephium,oblongifolium,NA,NA,CS244
245,Diplostephium,perijaense,NA,NA,CS245
246,Diplostephium,santamartae,NA,NA,CS246
247,Espeletia,annemariana,NA,NA,CS247
248,Espeletia,arbelaezii,NA,NA,CS248
249,Espeletia,ariana,NA,NA,CS249
250,Espeletia,azucarina,NA,NA,CS250
251,Espeletia,brachyaxiantha,NA,Frailejón de Pesca,CS251
252,Espeletia,brassicoidea,NA,Frailejón Arrepollado,CS252
253,Espeletia,cabrerensis,NA,Frailejón de Cabrera,CS253
254,Espeletia,cachaluensis,NA,NA,CS254
255,Espeletia,canescens,NA,NA,CS255
256,Espeletia,cayetana,NA,Frailejón de San Cayetano,CS256
257,Espeletia,chocontana,NA,Frailejón de Chocontá,CS257
258,Espeletia,cleefii,NA,NA,CS258
259,Espeletia,conglomerata,NA,Frailejón Aglomerado,CS259
260,Espeletia,discoidea,NA,Frailejón Discoideo,CS260
261,Espeletia,dugandii,NA,Frailejón de Dugand,CS261
262,Espeletia,episcopalis,NA,NA,CS262
263,Espeletia,estanislana,NA,Frailejón de Estanislao,CS263
264,Espeletia,formosa,NA,NA,CS264
265,Espeletia,idroboi,NA,Frailejón de Idrobo,CS265
266,Espeletia,incana,NA,Frailejón Blanco,CS266
267,Espeletia,jaramilloi,NA,Frailejón de Jaramillo,CS267
268,Espeletia,mirabilis,NA,NA,CS268
269,Espeletia,miradorensis,NA,NA,CS269
270,Espeletia,nemekenei,NA,Frailejón de Nemequene,CS270
271,Espeletia,oswaldiana,NA,Frailejón de Oswaldo,CS271
272,Espeletia,paipana,NA,Frailejón de Paipa,CS272
273,Espeletia,perijaensis,NA,Frailejón de Perijá,CS273
274,Espeletia,pescana,NA,Frailejón de Belén,CS274
275,Espeletia,pulcherrima,NA,NA,CS275
276,Espeletia,raquirensis,NA,NA,CS276
277,Espeletia,roberti,NA,Frailejón de Jurisdicciones,CS277
278,Espeletia,rositae,NA,Frailejón de Santa Rosita,CS278
279,Espeletia,schultesiana,NA,Frailejón de Schultes,CS279
280,Espeletia,soroca,NA,NA,CS280
281,Espeletia,standleyana,NA,Frailejón de Standley,CS281
282,Espeletia,steyermarkii,NA,NA,CS282
283,Espeletia,summapacis,NA,NA,CS283
284,Espeletia,tibamoensis,NA,NA,CS284
285,Espeletia,tunjana,NA,Frailejón de Tunja,CS285
286,Espeletiopsis,betancurii,NA,NA,CS286
287,Espeletiopsis,caldasii,NA,Frailejón Enano,CS287
288,Espeletiopsis,diazii,NA,NA,CS288
289,Espeletiopsis,funckii,NA,Frailejón de Funck,CS289
290,Espeletiopsis,garciae,NA,Frailejón de García Barriga,CS290
291,Espeletiopsis,insignis,NA,Frailejón de Chitagá,CS291
292,Espeletiopsis,jimenez-quesadae,NA,NA,CS292
293,Espeletiopsis,purpurascens,NA,Frailejón Purpúreo,CS293
294,Espeletiopsis,rabanalensis,NA,NA,CS294
295,Espeletiopsis,sanchezii,NA,NA,CS295
296,Espeletiopsis,sclerophylla,NA,Frailejón coriáceo,CS296
297,Gynoxys,columbiana,NA,NA,CS297
298,Gynoxys,florulenta,NA,NA,CS298
299,Gynoxys,hirsuta,NA,Chilca lanosa,CS299
300,Gynoxys,hirsutissima,NA,NA,CS300
301,Gynoxys,laurata,NA,NA,CS301
302,Jalcophila,colombiana,NA,NA,CS302
303,Jaramilloa,hylibates,NA,NA,CS303
304,Libanothamnus,divisoriensis,NA,Tabaquillo de la Frontera,CS304
305,Libanothamnus,tamanus,NA,Tabaquillo de Tamá,CS305
306,Linochilus,antioquensis,NA,NA,CS306
307,Linochilus,apiculatus,NA,NA,CS307
308,Linochilus,camargoanus,NA,NA,CS308
309,Linochilus,chrysotrichus,NA,NA,CS309
310,Linochilus,colombianus,NA,NA,CS310
311,Linochilus,coriaceus,NA,NA,CS311
312,Linochilus,frontinensis,NA,NA,CS312
313,Linochilus,heterophyllus,NA,NA,CS313
314,Linochilus,jaramilloi,NA,NA,CS314
315,Linochilus,juajibioyi,NA,NA,CS315
316,Linochilus,violaceus,NA,NA,CS316
317,Llerasia,caucana,NA,NA,CS317
318,Lycoseris,colombiana,NA,NA,CS318
319,Mikania,tristachya,NA,NA,CS319
320,Paragynoxys,uribei,NA,Orejo,CS320
321,Paramiflos,glandulosus,NA,Frailejón glanduloso,CS321
322,Pectis,monocephala,NA,NA,CS322
323,Pentacalia,albi-panquei,NA,NA,CS323
324,Pentacalia,almorzana,NA,NA,CS324
325,Pentacalia,cacaosensis,NA,NA,CS325
326,Pentacalia,diamantensis,NA,NA,CS326
327,Pentacalia,elatoides,NA,NA,CS327
328,Pentacalia,fimbriifera,NA,NA,CS328
329,Pentacalia,harrietae,NA,NA,CS329
330,Pentacalia,novolanata,NA,NA,CS330
331,Pentacalia,perijaensis,NA,NA,CS331
332,Pentacalia,ricoensis,NA,NA,CS332
333,Pentacalia,robertii,NA,NA,CS333
334,Pentacalia,summapacis,NA,NA,CS334
335,Pentacalia,taironae,NA,NA,CS335
336,Pentacalia,vallecaucana,NA,NA,CS336
337,Pentacalia,viridi-alba,NA,NA,CS337
338,Pentacalia,yanetharum,NA,NA,CS338
339,Perymenium,colombianum,NA,NA,CS339
340,Piptocarpha,boyacensis,NA,NA,CS340
341,Ruilopezia,cardonae,NA,NA,CS341
342,Steiractinia,rusbyana,NA,NA,CS342
343,Tamania,chardonii,NA,Tabaquero,CS343
344,Cordia,fuertesii,NA,Mulato,CS344
345,Cordia,killipiana,NA,NA,CS345
346,Cordia,ramirezii,NA,NA,CS346
347,Varronia,acuta,NA,Guásimo,CS347
348,Tournefortia,brantii,NA,NA,CS348
349,Tournefortia,killipii,NA,NA,CS349
350,Viburnum,antioquiense,NA,NA,CS350
351,Viburnum,axillare,NA,NA,CS351
352,Viburnum,lehmannii,NA,NA,CS352
353,Viburnum,subsessile,NA,NA,CS353
354,Viburnum,suratense,NA,NA,CS354
355,Saurauia,chocoensis,NA,NA,CS355
356,Saurauia,micayensis,NA,Moquillo,CS356
357,Saurauia,oroquensis,NA,NA,CS357
358,Saurauia,pulchra,NA,Dulumoco,CS358
359,Bejaria,nana,NA,NA,CS359
360,Cavendishia,dendrophila,NA,NA,CS360
361,Cavendishia,jardinensis,NA,NA,CS361
362,Cavendishia,longirachis,NA,NA,CS362
363,Cavendishia,macrocephala,NA,NA,CS363
364,Cavendishia,nuda,NA,NA,CS364
365,Cavendishia,sessiliflora,NA,NA,CS365
366,Cavendishia,sophoclesioides,NA,NA,CS366
367,Macleania,crassa,NA,NA,CS367
368,Macleania,pubiflora,NA,NA,CS368
369,Orthaea,caudata,NA,NA,CS369
370,Orthaea,cavendishioides,NA,NA,CS370
371,Pernettya,hirta,NA,NA,CS371
372,Plutarchia,coronaria,NA,NA,CS372
373,Plutarchia,dasyphylla,NA,NA,CS373
374,Plutarchia,dichogama,NA,NA,CS374
375,Plutarchia,guascensis,NA,NA,CS375
376,Plutarchia,minor,NA,NA,CS376
377,Plutarchia,miranda,NA,NA,CS377
378,Plutarchia,monantha,NA,NA,CS378
379,Plutarchia,pubiflora,NA,NA,CS379
380,Plutarchia,rigida,NA,NA,CS380
381,Semiramisia,pulcherrima,NA,NA,CS381
382,Themistoclesia,mucronata,NA,NA,CS382
383,Themistoclesia,recurva,NA,NA,CS383
384,Themistoclesia,rostrata,NA,NA,CS384
385,Thibaudia,fallax,NA,NA,CS385
386,Bertholletia,excelsa,NA,Nuez del Brasil,CS386
387,Cariniana,pyriformis,NA,Abarco | Chibugá,CS387
388,Couroupita,nicaraguarensis,NA,NA,CS388
389,Eschweilera,bogotensis,NA,NA,CS389
390,Eschweilera,cabrerana,NA,Dopirai | Cabo de hacha | Fono,CS390
391,Eschweilera,integricalyx,NA,Corcuncho,CS391
392,Eschweilera,neei,NA,NA,CS392
393,Eschweilera,pachyderma,NA,Guasco blanco,CS393
394,Eschweilera,rimbachii,NA,NA,CS394
395,Grias,colombiana,NA,Guasca,CS395
396,Grias,multinervia,NA,NA,CS396
397,Gustavia,angustifolia,NA,NA,CS397
398,Gustavia,dubia,NA,Mula muerta | Alma negra,CS398
399,Gustavia,excelsa,NA,Pacó | Pacó de monte,CS399
400,Gustavia,foliosa,NA,NA,CS400
401,Gustavia,gentryi,NA,NA,CS401
402,Gustavia,gracillima,NA,Confite,CS402
403,Gustavia,grandibracteata,NA,NA,CS403
404,Gustavia,latifolia,NA,NA,CS404
405,Gustavia,longifuniculata,NA,Mula muerta,CS405
406,Gustavia,petiolata,NA,NA,CS406
407,Gustavia,romeroi,NA,Coco hediondo,CS407
408,Lecythis,mesophylla,NA,Coco cristal,CS408
409,Lecythis,tuyrana,NA,Olla de mono | Olleto,CS409
410,Freziera,sericea,NA,Cerezo,CS410
411,Ardisia,killipii,NA,NA,CS411
412,Clavija,cauliflora,NA,Durazno de monte,CS412
413,Clavija,grandis,NA,NA,CS413
414,Clavija,killipii,NA,NA,CS414
415,Clavija,plumbea,NA,manzano,CS415
416,Clavija,sanctae-martae,NA,NA,CS416
417,Cybianthus,cogolloi,NA,NA,CS417
418,Geissanthus,callejasii,NA,NA,CS418
419,Geissanthus,cestrifolius,NA,Cacho de venado,CS419
420,Geissanthus,francoae,NA,Huesito,CS420
421,Geissanthus,goudotianus,NA,NA,CS421
422,Geissanthus,kalbreyeri,NA,Colorado,CS422
423,Geissanthus,sessiliflorus,NA,Tampaco,CS423
424,Hymenandra,callejasii,NA,NA,CS424
425,Myrsine,paramensis,NA,NA,CS425
426,Myrsine,perreticulata,NA,NA,CS426
427,Chrysophyllum,euryphyllum,NA,NA,CS427
428,Styrax,lasiocalyx,NA,NA,CS428
429,Styrax,schultzei,NA,NA,CS429
430,Symplocos,lehmannii,NA,NA,CS430
431,Symplocos,phaeoneura,NA,NA,CS431
432,Symplocos,pichindensis,NA,NA,CS432
433,Symplocos,quindiuensis,NA,NA,CS433
434,Symplocos,rhomboidea,NA,NA,CS434
435,Symplocos,trianae,NA,NA,CS435
436,Symplocos,venulosa,NA,NA,CS436
437,Aspidosperma,polyneuron,NA,Carreto | Carreto blanco | Costillo | Costillo acanalado (a nivel nacional) | Comulá | Cumulá (Cundinamarca y Tolima) | Quimulá (Cundinamarca y Tolima),CS437
438,Lacmellea,abbreviata,NA,Sande,CS438
439,Malouetia,cuatrecasatis,NA,NA,CS439
440,Mandevilla,aridana,NA,NA,CS440
441,Metastelma,atrovirens,NA,NA,CS441
442,Arachnothryx,educta,NA,NA,CS442
443,Arachnothryx,euryphylla,NA,NA,CS443
444,Arachnothryx,guettardioides,NA,NA,CS444
445,Chomelia,longiflora,NA,NA,CS445
446,Coussarea,antioquiana,NA,NA,CS446
447,Coussarea,insolita,NA,NA,CS447
448,Elaeagia,barbata,NA,NA,CS448
449,Guettarda,ocoteifolia,NA,NA,CS449
450,Joosia,antioquiana,NA,NA,CS450
451,Macrocnemum,stylocarpum,NA,NA,CS451
452,Palicourea,antioquiana,NA,NA,CS452
453,Palicourea,denslowiae,NA,NA,CS453
454,Palicourea,killipii,NA,Mortiño,CS454
455,Psychotria,altiplanensis,NA,NA,CS455
456,Psychotria,gallerana,NA,NA,CS456
457,Psychotria,ovatistipula,NA,NA,CS457
458,Rudgea,vallis,NA,NA,CS458
459,Simira,cesariana,NA,Berraquillo,CS459
460,Simira,hirsuta,NA,NA,CS460
461,Aphelandra,porphyrocarpa,NA,NA,CS461
462,Aphelandra,taborensis,NA,NA,CS462
463,Ruellia,potamophila,NA,NA,CS463
464,Handroanthus,coralibe,NA,Coralibe,CS464
465,Romeroa,verticillata,NA,Cuerillo,CS465
466,Adenocalymma,magdalenense,NA,NA,CS466
467,Besleria,decipiens,NA,NA,CS467
468,Aegiphila,pennellii,NA,NA,CS468
469,Aegiphila,sylvatica,NA,NA,CS469
470,Hyptidendron,arboreum,NA,Gallinazo blanco,CS470
471,Hyptis,purdiei,NA,Mastranto azul de Purdie,CS471
472,Lepechinia,betonicifolia,NA,Matico,CS472
473,Lepechinia,cocuyensis,NA,Savielugo de Cocuy,CS473
474,Lepechinia,velutina,NA,Salvielugo del Chicamocha,CS474
475,Lepechinia,vulcanicola,NA,Salvielugo del Galeras,CS475
476,Mesosphaerum,diffusum,NA,Mastranto serrano,CS476
477,Mesosphaerum,melissoides,NA,Mastranto del Juanambú,CS477
478,Mesosphaerum,obtusatum,NA,Mastranto azul de Nariño,CS478
479,Mesosphaerum,perbullatum,NA,Mastranto azul del Chicamocha,CS479
480,Salvia,alvajaca,NA,Salvia panameña,CS480
481,Salvia,ampelophylla,NA,Salvión morado de Cauca,CS481
482,Salvia,carbonoi,NA,Salvia de Carbonó,CS482
483,Salvia,chicamochae,NA,Salvia azul del Chicamocha,CS483
484,Salvia,cocuyana,NA,Amarguera del Cocuy,CS484
485,Salvia,codazziana,NA,Salvia de Codazzi,CS485
486,Salvia,corrugata,NA,Salvia corrugada,CS486
487,Salvia,cyanotropha,NA,Salvia lanosa de Ocaña,CS487
488,Salvia,falcata,NA,Salvia roja de Talauta,CS488
489,Salvia,funckii,NA,Salvia de Funck,CS489
490,Salvia,hermesiana,NA,Salvia del Cerro Pintado,CS490
491,Salvia,jaramilloi,NA,Salvia de Jaramillo,CS491
492,Salvia,libanensis,NA,Salvia de San Lorenzo,CS492
493,Salvia,macrostachya,NA,Salviarrial,CS493
494,Salvia,manaurica,NA,Salvia de Manaure,CS494
495,Salvia,nubigena,NA,Salvia de las nubes,CS495
496,Salvia,pamplonitana,NA,Salvia de Pamplonita,CS496
497,Salvia,paramicola,NA,Dominico del Almordero,CS497
498,Salvia,rubriflora,NA,Salvia hoja de flecha,CS498
499,Salvia,sagittata,NA,Salvia sagitana del sur,CS499
500,Salvia,sciaphila,NA,Salvia de las sombras,CS500
501,Salvia,sochensis,NA,Salvia de Socha,CS501
502,Salvia,sordida,NA,NA,CS502
503,Salvia,tolimensis,NA,Salvia púrpura del Tolima,CS503
504,Salvia,uribei,NA,Amarguera azul,CS504
505,Salvia,venulosa,NA,Salvia vinosa de Risaralda,CS505
506,Salvia,xeropapillosa,NA,Amarguera papilosa,CS506
507,Satureja,anachoreta,NA,Alhucema del Cerro Pintado,CS507
508,Scutellaria,cuatrecasana,NA,Escutelaria de Cuatrecasas,CS508
509,Scutellaria,hookeri,NA,Escutelaria de Hooker,CS509
510,Scutellaria,parrae,NA,Escutelaria de parra,CS510
511,Scutellaria,pseudocoleus,NA,Albahacón morado,CS511
512,Scutellaria,roseocyanea,NA,Escutelaria de Dabeiba,CS512
513,Stachys,radicans,NA,Bretónica rastrera,CS513
514,Vitex,columbiensis,NA,Aceituno,CS514
515,Chionanthus,abriaquiensis,NA,NA,CS515
516,Aragoa,abscondita,NA,NA,CS516
517,Aragoa,corrugatifolia,NA,NA,CS517
518,Aragoa,cupressina,NA,NA,CS518
519,Aragoa,dugandii,NA,NA,CS519
520,Aragoa,hammenii,NA,NA,CS520
521,Aragoa,parviflora,NA,NA,CS521
522,Aragoa,perez-arbelaeziana,NA,NA,CS522
523,Aragoa,picachensis,NA,NA,CS523
524,Citharexylum,vallense,NA,NA,CS524
525,Metteniusa,cundinamarcensis,NA,NA,CS525
526,Metteniusa,huilensis,NA,NA,CS526
527,Metteniusa,santanderensis,NA,NA,CS527
528,Cestrum,killipii,NA,NA,CS528
529,Solanum,humboldtianum,NA,NA,CS529
530,Browningia,hernandezii,NA,Dato | Canelón,CS530
531,Cephalotomandra,fragrans,NA,Talco,CS531
532,Guapira,uberrima,NA,NA,CS532
533,Triplaris,purdiei,NA,NA,CS533
534,Tripodanthus,belmirensis,NA,NA,CS534
535,Phoradendron,longissimum,NA,NA,CS535
536,Phoradendron,lorifolium,NA,NA,CS536
537,Acoelorraphe,wrightii,NA,Wild Pop Thatch,CS537
538,Aiphanes,acaulis,NA,Mararay sin tallo,CS538
539,Aiphanes,buenaventurae,NA,NA,CS539
540,Aiphanes,duquei,NA,Mararay de Duque,CS540
541,Aiphanes,gelatinosa,NA,Mararay Gelatinoso,CS541
542,Aiphanes,graminifolia,NA,Mararay macanillo,CS542
543,Aiphanes,killipii,NA,NA,CS543
544,Aiphanes,leiostachys,NA,Mararay de San Carlos,CS544
545,Aiphanes,lindeniana,NA,NA,CS545
546,Aiphanes,parvifolia,NA,Mararay hojipequeño,CS546
547,Aiphanes,pilaris,NA,Marary de pilar,CS547
548,Astrocaryum,malybo,NA,Palma estera,CS548
549,Astrocaryum,triandrum,NA,Guatinajo,CS549
550,Attalea,amygdalina,NA,Táparo del Río Cauca,CS550
551,Attalea,cohune,NA,Mamarrón,CS551
552,Attalea,colenda,NA,Palma Real de Tumaco,CS552
553,Attalea,iguadummat,NA,NA,CS553
554,Attalea,nucifera,NA,Almendrón,CS554
555,Bactris,charnleyae,NA,NA,CS555
556,Bactris,rostrata,NA,Chacarrá picudo,CS556
557,Calyptrogyne,costatifrons,NA,NA,CS557
558,Ceroxylon,alpinum,NA,Palma de cera de la zona cafetera,CS558
559,Ceroxylon,ceriferum,NA,NA,CS559
560,Ceroxylon,parvifrons,NA,NA,CS560
561,Ceroxylon,quindiuense,NA,Palma de cera del Quindío,CS561
562,Ceroxylon,sasaimae,NA,Palma de Cera de Sasaima,CS562
563,Ceroxylon,ventricosum,NA,Palma de cera barrigona,CS563
564,Ceroxylon,vogelianum,NA,NA,CS564
565,Chamaedorea,pumila,NA,NA,CS565
566,Chamaedorea,pygmaea,NA,Molinillo enano,CS566
567,Chamaedorea,ricardoi,NA,Molinillo de Ricardo,CS567
568,Chamaedorea,subjectifolia,NA,NA,CS568
569,Coccothrinax,argentata,NA,Palmicha de Providencia,CS569
570,Cryosophila,kalbreyeri,NA,Palma Escoba,CS570
571,Elaeis,oleifera,NA,Nolí,CS571
572,Geonoma,bernalii,NA,NA,CS572
573,Geonoma,chlamydostachys,NA,Geonoma del Magdalena,CS573
574,Geonoma,galeanoae,NA,NA,CS574
575,Geonoma,santanderensis,NA,Geonoma de Santander,CS575
576,Hyospathe,frontinensis,NA,Guagualín de Frontino,CS576
577,Hyospathe,wendlandiana,NA,Guagualín de Wendland,CS577
578,Oenocarpus,circumtextus,NA,Milpesillo de Sabana,CS578
579,Pholidostachys,panamensis,NA,NA,CS579
580,Pholidostachys,sanluisensis,NA,NA,CS580
581,Phytelephas,tumacana,NA,Tagua de Tumaco,CS581
582,Reinhardtia,gracilis,NA,Coquito esbelto,CS582
583,Reinhardtia,koschnyana,NA,Coquito enano,CS583
584,Reinhardtia,simplex,NA,Coquito simple,CS584
585,Roystonea,oleracea,NA,NA,CS585
586,Sabinaria,magnifica,NA,NA,CS586
587,Syagrus,sancona,NA,Sarare,CS587
588,Wettinia,hirsuta,NA,Gualte Mazorca,CS588
589,Wettinia,microcarpa,NA,Maquenque | Gualte Mapora,CS589
590,Eucharis,caucana,NA,NA,CS590
591,Acineta,antioquiae,NA,NA,CS591
592,Acineta,moorei,NA,NA,CS592
593,Andinia,monilia,NA,NA,CS593
594,Anguloa,cliftonii,NA,NA,CS594
595,Anguloa,clowesii,NA,Cuna de Venus,CS595
596,Anguloa,dubia,NA,NA,CS596
597,Anguloa,eburnea,NA,NA,CS597
598,Anguloa,hohenlohii,NA,NA,CS598
599,Anguloa,virginalis,NA,Cuna de Venus,CS599
600,Byrsella,fragrans,NA,NA,CS600
601,Cattleya,dowiana,NA,NA,CS601
602,Cattleya,quadricolor,NA,NA,CS602
603,Cattleya,schroederae,NA,NA,CS603
604,Cattleya,trianae,NA,Flor de mayo | Catleya | Catleya blanca | Catleya de Triana | Flor de mayo | Flor de San Juan | Flor nacional | Lirio de mayo | Orquídea,CS604
605,Cattleya,warscewiczii,NA,Flor de San Juan | Flor de San Roque | Lirio,CS605
606,Comparettia,ignea,NA,NA,CS606
607,Coryanthes,toulemondiana,NA,NA,CS607
608,Coryanthes,vieirae,NA,NA,CS608
609,Coryanthes,villegasiana,NA,NA,CS609
610,Cycnoches,barthiorum,NA,NA,CS610
611,Cycnoches,brachydactylon,NA,NA,CS611
612,Cycnoches,herrenhusanum,NA,NA,CS612
613,Cyrtochilum,betancurii,NA,NA,CS613
614,Cyrtochilum,corniculatum,NA,NA,CS614
615,Cyrtochilum,englerianum,NA,NA,CS615
616,Cyrtochilum,exasperatum,NA,NA,CS616
617,Cyrtochilum,ioplocon,NA,NA,CS617
618,Cyrtochilum,ixioides,NA,NA,CS618
619,Cyrtochilum,leucopterum,NA,NA,CS619
620,Cyrtochilum,misasianum,NA,NA,CS620
621,Dracula,alcithoe,NA,NA,CS621
622,Dracula,amaliae,NA,NA,CS622
623,Dracula,andreettae,NA,NA,CS623
624,Dracula,aphrodes,NA,NA,CS624
625,Dracula,bella,NA,Banderita Linda,CS625
626,Dracula,bellerophon,NA,NA,CS626
627,Dracula,benedictii,NA,NA,CS627
628,Dracula,berthae,NA,NA,CS628
629,Dracula,carcinopsis,NA,NA,CS629
630,Dracula,chiroptera,NA,NA,CS630
631,Dracula,citrina,NA,NA,CS631
632,Dracula,cochliops,NA,NA,CS632
633,Dracula,cutis-bufonis,NA,Piel de sapo,CS633
634,Dracula,decussata,NA,NA,CS634
635,Dracula,diabola,NA,NA,CS635
636,Dracula,diana,NA,NA,CS636
637,Dracula,exasperata,NA,NA,CS637
638,Dracula,gigas,NA,NA,CS638
639,Dracula,gorgona,NA,NA,CS639
640,Dracula,gorgonella,NA,NA,CS640
641,Dracula,insolita,NA,NA,CS641
642,Dracula,lehmanniana,NA,NA,CS642
643,Dracula,lemurella,NA,NA,CS643
644,Dracula,levii,NA,NA,CS644
645,Dracula,ligiae,NA,NA,CS645
646,Dracula,minax,NA,NA,CS646
647,Dracula,nosferatu,NA,NA,CS647
648,Dracula,nycterina,NA,NA,CS648
649,Dracula,octavioi,NA,NA,CS649
650,Dracula,ophioceps,NA,NA,CS650
651,Dracula,orientalis,NA,NA,CS651
652,Dracula,ortiziana,NA,NA,CS652
653,Dracula,pholeodytes,NA,NA,CS653
654,Dracula,posadarum,NA,NA,CS654
655,Dracula,psittacina,NA,NA,CS655
656,Dracula,robledorum,NA,NA,CS656
657,Dracula,roezlii,NA,NA,CS657
658,Dracula,sergioi,NA,NA,CS658
659,Dracula,severa,NA,NA,CS659
660,Dracula,sibundoyensis,NA,NA,CS660
661,Dracula,syndactyla,NA,NA,CS661
662,Dracula,velutina,NA,NA,CS662
663,Dracula,verticulosa,NA,NA,CS663
664,Dracula,villegasii,NA,NA,CS664
665,Dracula,vinacea,NA,NA,CS665
666,Dracula,vlad-tepes,NA,NA,CS666
667,Elleanthus,cinnabarinus,NA,NA,CS667
668,Embreea,rodigasiana,NA,NA,CS668
669,Epidendrum,amayense,NA,NA,CS669
670,Epidendrum,ampelomelanoxeros,NA,NA,CS670
671,Epidendrum,cleefii,NA,NA,CS671
672,Epidendrum,decurviflorum,NA,NA,CS672
673,Epidendrum,fusagasugaense,NA,NA,CS673
674,Epidendrum,heliconaense,NA,NA,CS674
675,Epidendrum,magnibracteum,NA,NA,CS675
676,Epidendrum,ortizii,NA,NA,CS676
677,Epidendrum,pazii,NA,NA,CS677
678,Epidendrum,sisgaense,NA,NA,CS678
679,Epidendrum,uribei,NA,NA,CS679
680,Epidendrum,wolfii,NA,NA,CS680
681,Guarianthe,patinii,NA,NA,CS681
682,Houlletia,conspersa,NA,NA,CS682
683,Lepanthes,arbuscula,NA,NA,CS683
684,Lepanthes,cingens,NA,NA,CS684
685,Lepanthes,cuatrecasasii,NA,NA,CS685
686,Lepanthes,eros,NA,NA,CS686
687,Lepanthes,escobariana,NA,NA,CS687
688,Lepanthes,fibulifera,NA,NA,CS688
689,Lepanthes,ligiae,NA,NA,CS689
690,Lepanthes,oreibates,NA,NA,CS690
691,Lepanthes,osiris,NA,NA,CS691
692,Lepanthes,parmata,NA,NA,CS692
693,Lepanthes,pterygion,NA,NA,CS693
694,Lepanthes,quandi,NA,NA,CS694
695,Lepanthes,tibouchinicola,NA,NA,CS695
696,Lycaste,campbellii,NA,NA,CS696
697,Lycaste,macrobulbon,NA,NA,CS697
