CLASIFICACION SUPEROR ,,,,,
,,,,,
Codigo TAXONOMICO,REINO,FILIO,CLASE ,ORDEN,FAMILIA 
CS694,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS695,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS696,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS697,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS698,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS699,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS700,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS701,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS702,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS703,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS704,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS705,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS706,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS707,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS708,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS709,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS710,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS711,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS712,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS713,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS714,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS715,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS716,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS717,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS718,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS719,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS720,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS721,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS722,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS723,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS724,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS725,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS726,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS727,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS728,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS729,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS730,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS731,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS732,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS733,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS734,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS735,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS736,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS737,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS738,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS739,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS740,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS741,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS742,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS743,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS744,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS745,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS746,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS747,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS748,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS749,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS750,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS751,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS752,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS753,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS754,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS755,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS756,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS757,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS758,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS759,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS760,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS761,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS762,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS763,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS764,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS765,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS766,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS767,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS768,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS769,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS770,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS771,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS772,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS773,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS774,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS775,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS776,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS777,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS778,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS779,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS780,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS781,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS782,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS783,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS784,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS785,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS786,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS787,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS788,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS789,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS790,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS791,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS792,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS793,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS794,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS795,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS796,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS797,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS798,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS799,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS800,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS801,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS802,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS803,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS804,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS805,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS806,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS807,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS808,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS809,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS810,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS811,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS812,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS813,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS814,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS815,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS816,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS817,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS818,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS819,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS820,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS821,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS822,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS823,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS824,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS825,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS826,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS827,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS828,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS829,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS830,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS831,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS832,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS833,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS834,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS835,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS836,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS837,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS838,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS839,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS840,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS841,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS842,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae
CS843,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS844,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS845,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS846,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS847,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS848,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS849,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS850,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS851,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS852,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS853,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS854,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS855,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS856,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS857,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS858,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS859,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS860,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS861,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS862,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS863,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS864,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS865,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS866,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS867,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS868,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS869,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS870,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS871,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS872,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS873,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS874,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS875,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS876,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS877,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS878,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS879,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS880,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS881,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS882,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS883,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS884,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS885,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS886,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS887,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS888,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS889,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS890,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS891,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS892,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS893,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS894,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS895,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS896,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS897,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS898,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS899,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS900,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS901,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS902,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS903,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS904,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS905,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS906,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS907,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS908,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS909,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS910,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS911,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS912,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS913,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS914,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS915,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS916,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS917,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS918,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS919,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS920,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS921,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS922,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS923,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS924,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS925,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS926,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS927,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS928,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS929,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS930,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS931,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS932,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS933,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS934,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS935,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS936,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS937,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS938,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS939,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS940,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS941,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS942,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS943,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS944,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS945,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS946,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS947,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS948,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS949,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS950,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS951,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS952,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS953,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS954,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS955,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS956,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS957,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS958,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS959,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS960,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS961,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS962,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS963,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS964,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS965,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS966,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS967,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS968,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS969,Plantae,Tracheophyta,Magnoliopsida,Poales,Bromeliaceae
CS970,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS971,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS972,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS973,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS974,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS975,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS976,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS977,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS978,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS979,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS980,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS981,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS982,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS983,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS984,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS985,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS986,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae
CS987,Plantae,Tracheophyta,Magnoliopsida,Laurales,Siparunaceae
CS988,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae
CS989,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae
CS990,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae
CS991,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae
CS992,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae
CS993,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae
CS994,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS995,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS996,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS997,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS998,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS999,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1000,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1001,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1002,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1003,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1004,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1005,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1006,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1007,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1008,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1009,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1010,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1011,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1012,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1013,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1014,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1015,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1016,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1017,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1018,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1019,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1020,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1021,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1022,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1023,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1024,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1025,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1026,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae
CS1027,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae
CS1028,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae
CS1029,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae
CS1030,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae
CS1031,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Myristicaceae
CS1032,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae
CS1033,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae
CS1034,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae
CS1035,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae
CS1036,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae
CS1037,Plantae,Tracheophyta,Magnoliopsida,Proteales,Sabiaceae
CS1038,Plantae,Tracheophyta,Magnoliopsida,Proteales,Sabiaceae
CS1039,Plantae,Tracheophyta,Magnoliopsida,Proteales,Sabiaceae
CS1040,Plantae,Tracheophyta,Magnoliopsida,Proteales,Sabiaceae
CS1041,Plantae,Tracheophyta,Magnoliopsida,Proteales,Sabiaceae
CS1042,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae
