CLASIFICACION SUPEROR ,,,,,
,,,,,
Codigo TAXONOMICO,REINO,FILIO,CLASE ,ORDEN,FAMILIA 
CS1383,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae
CS1384,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae
CS1385,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae
CS1386,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae
CS1387,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae
CS1388,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae
CS1389,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae
CS1390,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae
CS1391,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae
CS1392,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae
CS1393,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae
CS1394,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae
CS1395,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae
CS1396,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae
CS1397,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae
CS1398,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae
CS1399,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae
CS1400,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae
CS1401,Animalia,Mollusca,Bivalvia,Arcida,Arcidae
CS1402,Animalia,Mollusca,Bivalvia,Arcida,Arcidae
CS1403,Animalia,Mollusca,Bivalvia,Venerida,Veneridae
CS1404,Animalia,Mollusca,Bivalvia,Venerida,Cyrenidae
CS1405,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae
CS1406,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae
CS1407,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae
CS1408,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae
CS1409,Animalia,Mollusca,Bivalvia,Unionida,Mycetopodidae
CS1410,Animalia,Mollusca,Bivalvia,Unionida,Mycetopodidae
CS1411,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae
CS1412,Animalia,Echinodermata,Holothuroidea,Synallactida,Stichopodidae
CS1413,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae
CS1414,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Ginglymostomatidae
CS1415,Animalia,Chordata,Elasmobranchii,Lamniformes,Alopiidae
CS1416,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae
CS1417,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae
CS1418,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae
CS1419,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae
CS1420,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae
CS1421,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
CS1422,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
CS1423,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
CS1424,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae
CS1425,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae
CS1426,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae
CS1427,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae
CS1428,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae
CS1429,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae
CS1430,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae
CS1431,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae
CS1432,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae
CS1433,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae
CS1434,Animalia,Chordata,Actinopterygii,Elopiformes,Megalopidae
CS1435,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Arapaimidae
CS1436,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae
CS1437,Animalia,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae
CS1438,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae
CS1439,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae
CS1440,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae
CS1441,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae
CS1442,Animalia,Chordata,Actinopterygii,Characiformes,Characidae
CS1443,Animalia,Chordata,Actinopterygii,Characiformes,Characidae
CS1444,Animalia,Chordata,Actinopterygii,Characiformes,Bryconidae
CS1445,Animalia,Chordata,Actinopterygii,Characiformes,Crenuchidae
CS1446,Animalia,Chordata,Actinopterygii,Characiformes,Curimatidae
CS1447,Animalia,Chordata,Actinopterygii,Characiformes,Curimatidae
CS1448,Animalia,Chordata,Actinopterygii,Characiformes,Parodontidae
CS1449,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae
CS1450,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae
CS1451,Animalia,Chordata,Actinopterygii,Characiformes,Prochilodontidae
CS1452,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae
CS1453,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae
CS1454,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae
CS1455,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae
CS1456,Animalia,Chordata,Actinopterygii,Siluriformes,Auchenipteridae
CS1457,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae
CS1458,Animalia,Chordata,Actinopterygii,Siluriformes,Doradidae
CS1459,Animalia,Chordata,Actinopterygii,Siluriformes,Doradidae
CS1460,Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae
CS1461,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae
CS1462,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1463,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1464,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1465,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1466,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1467,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1468,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1469,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1470,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1471,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1472,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1473,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1474,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1475,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1476,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae
CS1477,Animalia,Chordata,Actinopterygii,Siluriformes,Pseudopimelodidae
CS1478,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae
CS1479,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae
CS1480,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae
CS1481,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae
CS1482,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae
CS1483,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae
CS1484,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae
CS1485,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae
CS1486,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae
CS1487,Animalia,Chordata,Actinopterygii,Gymnotiformes,Apteronotidae
CS1488,Animalia,Chordata,Actinopterygii,Gymnotiformes,Gymnotidae
CS1489,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae
CS1490,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae
CS1491,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae
CS1492,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae
CS1493,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae
CS1494,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae
CS1495,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae
CS1496,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae
CS1497,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae
CS1498,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae
CS1499,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
CS1500,Animalia,Chordata,Actinopterygii,Perciformes,Centropomidae
CS1501,Animalia,Chordata,Actinopterygii,Perciformes,Chaenopsidae
CS1502,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae
CS1503,Animalia,Chordata,Actinopterygii,Perciformes,Gerreidae
CS1504,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
CS1505,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae
CS1506,Animalia,Chordata,Actinopterygii,Perciformes,Istiophoridae
CS1507,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
CS1508,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
CS1509,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae
CS1510,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae
CS1511,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae
CS1512,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae
CS1513,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae
CS1514,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae
CS1515,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
CS1516,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae
CS1517,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
CS1518,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
CS1519,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
CS1520,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
CS1521,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
CS1522,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
CS1523,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae
CS1524,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae
CS1525,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae
CS1526,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae
CS1527,Animalia,Chordata,Amphibia,Caudata,Plethodontidae
CS1528,Animalia,Chordata,Amphibia,Caudata,Plethodontidae
CS1529,Animalia,Chordata,Amphibia,Caudata,Plethodontidae
CS1530,Animalia,Chordata,Amphibia,Caudata,Plethodontidae
CS1531,Animalia,Chordata,Amphibia,Caudata,Plethodontidae
CS1532,Animalia,Chordata,Amphibia,Caudata,Plethodontidae
CS1533,Animalia,Chordata,Amphibia,Caudata,Plethodontidae
CS1534,Animalia,Chordata,Amphibia,Caudata,Plethodontidae
CS1535,Animalia,Chordata,Amphibia,Caudata,Plethodontidae
CS1536,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1537,Animalia,Chordata,Amphibia,Anura,Aromobatidae
CS1538,Animalia,Chordata,Amphibia,Anura,Aromobatidae
CS1539,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1540,Animalia,Chordata,Amphibia,Anura,Aromobatidae
CS1541,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1542,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1543,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1544,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1545,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1546,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1547,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1548,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1549,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1550,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1551,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1552,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1553,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1554,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1555,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1556,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1557,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1558,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1559,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1560,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1561,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1562,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1563,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1564,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1565,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1566,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1567,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1568,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1569,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1570,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1571,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1572,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1573,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1574,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1575,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1576,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1577,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1578,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1579,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1580,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1581,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1582,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1583,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1584,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1585,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1586,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1587,Animalia,Chordata,Amphibia,Anura,Bufonidae
CS1588,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1589,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1590,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1591,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1592,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1593,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1594,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1595,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1596,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1597,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1598,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1599,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1600,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1601,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1602,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1603,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1604,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1605,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1606,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1607,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1608,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1609,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1610,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1611,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1612,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1613,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1614,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1615,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1616,Animalia,Chordata,Amphibia,Anura,Centrolenidae
CS1617,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1618,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1619,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1620,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1621,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1622,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1623,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1624,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1625,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1626,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1627,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1628,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1629,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1630,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1631,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1632,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1633,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1634,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1635,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1636,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1637,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1638,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1639,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1640,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1641,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1642,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1643,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1644,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1645,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1646,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1647,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1648,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1649,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1650,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1651,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1652,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1653,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1654,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1655,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1656,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1657,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1658,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1659,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1660,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1661,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1662,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1663,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1664,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1665,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1666,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1667,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1668,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1669,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1670,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1671,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1672,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1673,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1674,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1675,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1676,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1677,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1678,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1679,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1680,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1681,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1682,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1683,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1684,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1685,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1686,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1687,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1688,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1689,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1690,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1691,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1692,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1693,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1694,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1695,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1696,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1697,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1698,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1699,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1700,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1701,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1702,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1703,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1704,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1705,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1706,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1707,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1708,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1709,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1710,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1711,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1712,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1713,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1714,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1715,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1716,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1717,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1718,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1719,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1720,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1721,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1722,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1723,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1724,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1725,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1726,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1727,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1728,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1729,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1730,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1731,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1732,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1733,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1734,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1735,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1736,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1737,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1738,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1739,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1740,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1741,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1742,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1743,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1744,Animalia,Chordata,Amphibia,Anura,Strabomantidae
CS1745,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1746,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1747,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1748,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1749,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1750,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1751,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1752,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1753,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1754,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1755,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1756,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1757,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1758,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1759,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1760,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1761,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1762,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1763,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1764,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1765,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1766,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1767,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1768,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1769,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1770,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1771,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1772,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1773,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1774,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1775,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1776,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1777,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1778,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1779,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1780,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1781,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
CS1782,Animalia,Chordata,Amphibia,Anura,Dendrobatidae
